Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,PR Sup,DOB,DOA,End Date,Status,Assessor.1,Video Start Time (HH:MM:SS),Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking
Jazzi,09-04-LJ,1,2019-10-02,A,LR,F,J,Home bred,"Rose, Diana",03/07/2018,04/09/2019,27/07/2020,GD,A,,,2.0,5.0,1.0,,,1.0,,,2,1,1,2,,,1,Breaking with sits,,1.0,"Shifting weight, standing, moving position. I think very distracted by the dog in the crate who was barking very consistently throughout. ",,1,1.0,,,,4.0,3,No,No,,Slightly more reluctant when back paws are checked but co-operative the rest of the time. ,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,4,2,3,1,5,2.0,2.0,4.0,3,3.0,4,,,,5,"Edging forward, backing up and going side to side. Small jumps on all fours. Doesnt jump up at handler but still overly interested ",,Both,3.0,3,1.0,,2.0,,,2,3.0,,Explored for a long while before strolling up to dog and even then no real interest in the actual dog. When called back thought it was time to play and was jumping around ,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,No,,Does lie down toward the end,,1.0,1.0,4.0,,3.0,Not a proper isolation as the person filming was watching her with the camera. ,,5.0,1.0,2.0,3.0,1.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Harmony,08-04-LH,2,2019-10-30,B,LRxGR,F,H,IGDB,Diana,11/05/2018,21/08/2019,29/11/2019,AD,B,,,1.0,5.0,1.0,,,2.0,,,3,2,2,2,dog sniffed and walked,,4,,,4.0,,,1,3.0,,,,4.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,4,4,4,4,2,3.0,3.0,4.0,3,2.0,5,,,,5,"dog jump up on to get kong a few times, offers behaviours such as sits and downs  ",,None,3.0,1,1.0,,2.0,"handler steps away from the dog, but dog stays in the same place",,3,0.0,,handler told dog to wait,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,3.0,,,3.0,2.0,2.0,1.0,1.0,No,,,4.0,,,,5.0,,,,,,,,,,,,,
Josie,09-03-LJ,2,2019-11-20,A,LR,F,J,Home bred,Diana,03/07/2018,04/09/2019,17/08/2020,GD,A,,,1.0,5.0,1.0,,,1.0,,,1,1,1,2,Jumped on the examination table a few times but I think this is more because she felt it was what she was supposed to be doing.,,1,Perhaps unsure of what was wanted of her,,3.0,Broke stand with sit and handler continued on. Sit not requested.,,3,2.0,,"I think she was very distracted by the environment, the movement of the assessors and the dog in the crate barking. She appeared to settle well at one point and even dropped her side into a more settled position but this was short lived. ",,4.0,3,No,No,,Low tail  carriage ,,No,No,Yes,No,No,No,Yes,No,No,No,No,No,,First response - checked to see what was on back but then ignored it and carried on as per usual. Second response = no response,,1,2,2,4,1,3.0,2.0,3.0,2,3.0,4,,Car was not working/stable - scored on stable car.,,4,changing position - backing up etc. Lifting hindquarters very briefly. No truly inappropriate behaviour shown - good modulation,,None,3.0,2,1.0,,2.0,Dog kept on lead - I think she would have taken kong away from handler if she wasnt on lead. Has to follow handler with the kong when it is taken back for this reason too. ,,4,2.0,,Does come back on her own but then continues exploring ,,1.0,1.0,4.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,No,,,,1.0,1.0,4.0,,3.0,,,4.0,1.0,2.0,2.0,2.0,No,,,4.0,Rolls on back playfully,,,3.0,,Indifferent to noise - inquisitive of bucket,,,,,,,,,,,
Jazzi,09-04-LJ,2,2019-11-20,A,LR,F,J,Home bred,"Rose, Diana",03/07/2018,04/09/2019,27/07/2020,GD,A,,,2.0,5.0,1.0,,,2.0,,,3,2,2,2,Very mild tension if any. At times the dog does walk out ahead of the handler but more consistently walks beside handler.  Quite scent distracted.,,4,Maintained even when slightly distracted,,4.0,,,4,4.0,,,,3.0,4,No,No,,,,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,Second Response - Very briefly turned head at beginning but I think more direction based as she wanted to be looking at something past the gate,,3,4,3,1,3,4.0,2.0,4.0,3,3.0,6,,Car not working - scored on stationary car. ,,2,Does lift hind quarters briefly when handler began talking. Definitely very engaged with the kong but keeps sitting.,,Left,3.0,2,2.0,,2.0,Dog kept on lead - otherwise may have wondered off with the kong as she does pick the kong up and begin walking away. Also for this reason dog has to follow handler to take the kong back. ,,2,0.0,,No interest in the dog at all,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,3.0,Tail wagging but more interested in exploring the environment,,5.0,1.0,2.0,4.0,1.0,No,,,3.0,Happy to see handler but loses interest quickly and explores,,,3.0,,,,,,,,,,,,,
Jira,08-11-LJ,2,2019-11-06,B,LR,F,J,IGDB,Frances,07/03/2018,28/08/2019,03/02/2020,GD,B,,,,,,handler didn't stay in or near one spot and walked around continuously with the dog following.,,,"dog not called back, handler was speaking to another dog",,2,2,1,3,,,2,dog was off lead,,3.0,dog went into adown from sit without being asked ,,4,4.0,,,,4.0,3,No,No,,,,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,,"dog removes towel before moving, towel not folded over",,1,4,5,6,6,4.0,3.0,5.0,3,5.0,5,,,,2,dog sits,,None,3.0,3,1.0,,2.0,kong not placed on  ground but given to dog,,3,0.0,,handler had put dog into a sit as dog distraction dog had come out.,,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,No,,,,2.0,1.0,4.0,,4.0,,,5.0,1.0,1.0,2.0,4.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Jane,10-04-LJ,1,2019-10-24,A,LR,F,J,IGDB,Graham,03/07/2018,02/10/2019,14/02/2020,AD,A,,,2.0,5.0,1.0,Body shakes (body sensitivity?) ,,1.0,,,2,1,1,3,,,1,Constantly moving and changing position and breaking stand (sitting).,,3.0,Jumps at handler when assessor and handler begin laughing. Handler remarks on dog passing gas (stress?).,,3,4.0,,Handler remains in crouched position next to the dog. Lay down on second attempt but there might have been some confusion. ,,4.0,4,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,3,2,3,5,2,2.0,2.0,3.0,2,2.0,4,,,,2,Dog on lead. Anxious behaviour - lip smacking and moving head closer>> maintains sit nicely though,,Left,3.0,1,1.0,,3.0,Dog on lead so cannot take the kong anywhere but seemed to be very content with staying close and probably wouldnt have moved away anyway. A very short-lived favour of the left paw in the very beginning and then no use of any paws. ,,3,0.0,,Doesnt leave handlers side - definite mild interest though,,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,No,,,,1.0,1.0,2.0,,3.0,,,4.0,3.0,2.0,1.0,1.0,No,,,1.0,,,,4.0,,Very minor change in body language - extremely quick recovery,,,,,,,,,,,
Hayley,08-12-LH,1,2019-09-23,B,LRxGR,F,H,IGDB,Frances,11/05/2018,28/08/2019,04/12/2019,W,B,,,2.0,4.0,1.0,dog out of view of camera at times due to the angle of the camera,,1.0,,,3,4,4,1,,,1,,,2.0,,,3,2.0,,,,,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,4,3,3,4,3,3.0,3.0,4.0,3,3.0,4,,,,5,jumps at handler twice,,Left,3.0,1,1.0,,2.0,,,6,3.0,,"dog ran around, gave a few excitable bark. dog distraction took a while to get into crate",,4.0,,,,,,,,,,,,,,,1.0,1.0,3.0,,3.0,,,4.0,1.0,3.0,1.0,4.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Jane,10-04-LJ,2,2020-01-08,A,LR,F,J,IGDB,Graham,03/07/2018,02/10/2019,14/02/2020,AD,A,,,2.0,5.0,2.0,Handler follows dog around more than dog follows handler around.,,1.0,,,1,1,1,2,,,2,When handler starts speaking dog gets bored.,,4.0,,,4,4.0,,,,4.0,3,No,No,,Not a full body check carried out - only head and fore-paws,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,Sits on first response and doesnt seem phased however on second response she is hesitant to come too close to handler - even still she seems quite indifferent while cloth is on her back,,3,3,4,5,2,2.0,1.0,3.0,2,3.0,5,,Car wasnt working - scored on the stationary car.,,2,Handler holds the kong directly infront on the dogs face rather than at chest height. For this reason the dog actually behaved amazingly seeing as she only lifted her hind-quarters briefly once. Dog on lead,,Righ,4.0,1,1.0,,3.0,Dog on lead but I dont think she would have gone far off from the handler anyways as the handler occasionally drops the lead giving ample opportunity for the dog to move and she doesnt. Dog drops the kong of own accord when asked.,,0,0.0,,Delay in taking off the dogs lead which may have inhibited dogs natural initial reaction. Dog looks to handler for reward / praise / support. ,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,No,,Dont know if whine is from this dog or the one for distraction. Stayed standing the entire time - didnt move much but was looking at handler alot ,,1.0,1.0,3.0,,3.0,Slighly excited for a short time but quickly loses interest and explores.,,5.0,2.0,2.0,,1.0,No,,Not sure where the whining is coming from,3.0,Wagging tail - calm approach. Loses interest quickly,,,3.0,,,,,,,,,,,,,
Hayley,08-12-LH,2,2019-11-06,B,LRxGR,F,H,IGDB,Frances,11/05/2018,28/08/2019,04/12/2019,W,B,,,2.0,4.0,1.0,,,1.0,,,2,1,1,2,block lead used,,2,,,4.0,,,3,3.0,,,,3.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,,,,2,4,4,3,3,3.0,4.0,3.0,2,2.0,5,,,,5,dog jumps twice at handler,,None,3.0,1,2.0,,2.0,handler steps away from dog but dog stays in the same spot,,6,2.0,,handler walked towards the crate before he called the dog,,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,,,,2.0,1.0,3.0,,4.0,,,5.0,1.0,2.0,4.0,2.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,
Idris,10-14-LI,1,2019-11-06,B,LRxGR,M,I,IGDB,Mags,28/06/2018,17/10/2019,12/02/2020,W,B,,,2.0,3.0,2.0,,,1.0,,,1,1,1,2,,,2,,,2.0,,,4,3.0,,,,4.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,,,,3,4,4,4,3,3.0,3.0,4.0,3,3.0,5,,,,4,sits and then goes down ,,Left,3.0,3,1.0,,2.0,"I couldn't see the paw lateralisation, but could hear assessor and handler day Left",,4,,,handler walked over to crate and dog came over to there,,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,4.0,1.0,1.0,No,,,4.0,dog had jumped out,,,4.0,,,,,,,,,,,,,
Idris,10-14-LI,2,2020-01-09,B,LRxGR,M,I,IGDB,Mags,28/06/2018,17/10/2019,12/02/2020,W,B,,,1.0,5.0,1.0,,,2.0,,,2,1,1,2,,,3,handler consistently petted the dog,,2.0,handler sat in front of the dog consistently petting and using treats,,4,3.0,,handler consistently petting the dog,,2.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,towel  [laced but not folded over,,4,4,4,5,2,3.0,3.0,3.0,2,3.0,5,,,,2,sat and then went into a down,,Left,3.0,1,1.0,,2.0,couldn't see gpaw lateralisation due to position of dog,,4,0.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,3.0,3.0,2.0,1.0,1.0,No,,,3.0,jumped out initially,,,4.0,,,,,,,,,,,,,
July,10-03-LJ,1,2019-10-30,B,LR,F,J,IGDB,Graham,03/07/2018,17/10/2019,08/06/2020,AD,B,,,1.0,5.0,1.0,,,2.0,,,3,1,1,3,,,1,,,4.0,,,2,3.0,,,,4.0,3,No,No,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,dog distracted by sniffing the ground,,4,4,1,5,2,3.0,2.0,3.0,3,5.0,5,,,,5,"sat, jumped up a few times",,Left,3.0,3,1.0,,2.0,,,4,2.0,,,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,4.0,2.0,2.0,3.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Kirby,10-15-LK,1,2019-11-01,A,LRxGR,M,K,IGDB,Mags,02/08/2018,09/10/2019,20/07/2020,AD,A,,,2.0,5.0,2.0,scratching - body sensitivity? ,,1.0,,,1,1,1,2,Body shakes - body sensitivity?,,3,Handler body position a bit hunched in support. Quite scent distracted.,,2.0,Wanted to lay down and handler supported and maintained for a few seconds but he went on to lie down anyways Handler moved on. ,,4,4.0,,Not asked to lie down - but down maintained well after breaking sit - even resting head.,,4.0,4,No,No,,Needed help (hoisting) onto the table -- put fore-paws up and needing hindquarters hoisted. Bit I dont think this was any degree of a lack of willingness rather just wasnt expecting it and didnt run up sufficiently . Happy with the examination,,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,,Attempt 1 - did very quickly turn head to look at the towel but it was more an inquisitive look as he was not worried about it - didnt show any signs of concern. More interested in the handlers food reward. I wouldnt call this a lack of change in neutrality> more or less the same in the second attempt although he did seem a little more concerned and did try to move a bit more and looked a bit more too but it didnt phase him too much. Video was cut short so didnt the entirety of the second attempt,,3,3,3,5,2,2.0,2.0,5.0,2,3.0,5,,,,2,Sat and then lay down - no inappropriate behaviour at all. Stared very intently at the kong and showed a definite interest.,,None,3.0,3,1.0,,2.0,,,3,0.0,,Dog sits and lies down after a while - a definite look of interest but not enough to cause him to run after him or leave the handler,,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,Sniffed for a few seconds but very calmly and then lay down. ,,1.0,1.0,3.0,,3.0,At first quite indifferent but comes when handler calls and wags tail a little,,5.0,1.0,2.0,2.0,3.0,No,,Lies down at gate after a bit of barking. Definite separation anxiety as opposed to any attention seeking. ,4.0,Though not what activated might look like in another dog - definite activation for this dog who is generally quite calm and indifferent ,,,4.0,,A very slight startle - looks at the assessor who dropped the can and suspicious of her afterward. But quick enough recovery.,,,,,,,,,,,
Kirby,10-15-LK,2,2020-01-08,A,LRxGR,M,K,IGDB,Mags,02/08/2018,09/10/2019,20/07/2020,AD,A,,,3.0,5.0,1.0,After exploring a while goes back to handler on his own,,1.0,,,3,2,2,3,Loads of scratching (and this is why he occasionally drops behind the handler) - body sensitivity to the body piece.,,3,No platform used. He gets bored and lays down. Handler doesnt correct.,,1.0,Wanting to lay down all the time,,4,1.0,,Lay down without being asked and handler left him be ,,4.0,4,No,No,,Stood a bit skew on the table but happy enough,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,,,,2,3,1,1,2,2.0,2.0,4.0,2,3.0,4,,Car stationary ,,4,"Dog kept on lead. Intense starting, backing up very slightly and a very quick slight and soft whine.",,None,3.0,1,1.0,,2.0,"Picked up kong, dropped it and handler took immediately. Dog on lead so has to follow handler but was calm.",,3,0.0,,Does stare at dog quite intently but doesnt break sit - stays at handler side,,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,3.0,,,4.0,2.0,3.0,,1.0,No,,I am not sure which dog the whining is coming from. After pacing a bit lies down infront of the gate.,3.0,,,,4.0,,Very minor - almost indifferent - Nothing more than a very slight suss at the can - quick recovery,,,,,,,,,,,
Kacie,10-31-LK,1,2019-11-14,A,LRxGR,F,K,IGDB,Graham,02/08/2018,24/10/2019,08/06/2020,AD,A,,,1.0,5.0,1.0,,,1.0,,,3,1,1,2,Very activated/excited and very distracted by her environment,,1,Very scent distracted,,1.0,Very distracted by something in the background. Very restless,,4,2.0,,Lying posture - completely sprawled out with back legs straight behind. Still quite distracted but maintained well,,4.0,3,No,No,,"Ears pinned back, low tail carriage with frantic wagging, and couldnt wait to get off but didnt try to escape",,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,,Shakes body to get towel off on second attempt ,,3,4,1,3,4,5.0,3.0,2.0,4,4.0,6,,Very distracted by everything ,,5,"Very restless - jumps up, backs up, whines and when she thinks shes not getting her way she explores",,None,4.0,3,3.0,,2.0,,,3,0.0,,Definite interest and does break sit but doesnt move away from handler,,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,No,,,,1.0,1.0,4.0,,3.0,,,5.0,1.0,2.0,2.0,4.0,No,,,4.0,,,,3.0,,Quite obsessed with assessor holding the can - so her response was all related to that - no response to the noise of the can,,,,,,,,,,,
Kacie,10-31-LK,2,2020-01-09,A,LRxGR,F,K,IGDB,Graham,02/08/2018,24/10/2019,08/06/2020,AD,A,,,1.0,5.0,1.0,Turned head to look at body piece,,1.0,,,3,2,2,2,No platform used.,,3,,,4.0,,,3,2.0,,Very distracted by all the barking going on in the background. ,,3.0,3,No,No,,,,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,,More interested in the assessor walking past to notice the towel on her back on the second attempt,,2,4,3,4,2,3.0,1.0,2.0,3,3.0,6,,,,4,Dog kept on lead. Some whining but brief and mild - tries to lie down and get attention in order to get the kong but wasnt over the top or inappropriate,,None,3.0,1,1.0,,2.0,,,4,0.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,4.0,,2.0,,,5.0,1.0,1.0,,1.0,No,,"Unsure of the whining and which dog it is coming from,.",4.0,,,,3.0,,More interested in the assessor holding the can and the can itself - not bothered by the noise,,,,,,,,,,,
July,10-03-LJ,2,2020-01-08,B,LR,F,J,IGDB,Graham,03/07/2018,17/10/2019,08/06/2020,AD,B,,,1.0,4.0,2.0,,,1.0,,,1,1,1,3,,,3,,,3.0,,,4,3.0,,went into a down from the sit without being asked ,,4.0,3,No,No,,,,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,,,,1,4,1,5,2,3.0,1.0,4.0,3,3.0,5,,car doesn't move,,5,dog jumps up,,None,3.0,1,1.0,,2.0,dog was on lead,,4,1.0,,,,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,2.0,,2.0,,,3.0,3.0,2.0,2.0,1.0,No,,,2.0,,,,4.0,,,,,,,,,,,,,
Meeko,11-02-IM,1,2019-12-18,A,LRx,M,M,IGDB,DSM,25/08/2018,04/11/2019,29/05/2020,W,A,,,3.0,5.0,2.0,,,2.0,,,3,1,1,3,High scent distraction,,2,Very distracted and restless,,2.0,handler crouches by dog and gives loads of support  - dog still quite distracted and breaks sit to scent,,3,2.0,,Handler crouched by dog still and gives alot of support. Breaks stand without being asked at the end,,2.0,4,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,4,3,2,4,4,4.0,2.0,3.0,2,2.0,6,,,,2,Moves position and stares intensely,,,,1,,,,Video in three parts and the interaction phase is not included. Final video skew and lots of motion,,2,2.0,,Video was very unstable so I couldnt watch his entire reaction and have based scoring on what I could see,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,Stayed standing the whole time so wouldnt say he is settled,,1.0,1.0,4.0,,3.0,,,5.0,1.0,2.0,1.0,1.0,No,,Dont know that dog was completely isoolated as the assessor holding the camera I dont think would have been completely out of sight. ,4.0,,,,3.0,,Hard to be sure from the angle of the camera,,,,,,,,,,,
Joy,10-12-LJ,1,2019-11-01,B,LR,F,J,IGDB,Rose,03/07/2018,07/10/2019,08/06/2020,GD,B,,,2.0,4.0,1.0,,,1.0,,,2,2,2,3,,,2,,,2.0,,,3,3.0,,,,3.0,3,No,Yes,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,3,3,3,5,1,1.0,1.0,4.0,3,3.0,5,,,,5,"barks at handler, unsettled sit",,,4.0,1,2.0,,2.0,,,4,1.0,,,,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,3.0,3.0,2.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,
Joy,10-12-LJ,2,2019-12-18,B,LR,F,J,IGDB,Rose,03/07/2018,07/10/2019,08/06/2020,GD,B,,,1.0,5.0,1.0,,,1.0,,,2,3,2,3,,,2,,,2.0,,,4,4.0,,,,4.0,2,No,No,,,,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,,,,4,4,4,1,1,4.0,4.0,5.0,2,3.0,5,,,,4,dog sit but moves slightly,,None,3.0,3,1.0,,2.0,,,6,2.0,,"handler calls dog, dog moves towards crate and handler call dogs again",,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,No,,,,1.0,1.0,4.0,,4.0,,,5.0,1.0,3.0,3.0,2.0,No,,,2.0,,,,5.0,,,,,,,,,,,,,
Junior,10-11-LJ,1,2019-11-06,B,LR,M,J,IGDB,Rose,03/07/2018,07/10/2019,27/07/2020,GD,B,,,3.0,4.0,2.0,,,1.0,dog was near handler,,1,1,1,3,,,4,,,2.0,,,2,2.0,,,,4.0,3,No,No,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,4,3,3,5,3,3.0,3.0,4.0,2,3.0,5,,,,4,broke sit and resat closer to handler ,,None,2.0,1,1.0,,2.0,,,4,0.0,,,,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,4.0,,4.0,,,4.0,2.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Junior,10-11-LJ,2,2020-01-09,B,LR,M,J,IGDB,Rose,03/07/2018,07/10/2019,27/07/2020,GD,B,,,2.0,4.0,1.0,,,1.0,,,2,2,2,2,,,3,handler interacted with dog by petting,,3.0,handler interacted with dog and stayed crouch down beside the dog,,4,3.0,,handler used food and stay kneeling down in front of the dog,,4.0,3,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,"handler doesn't fold tea towel, just drapes it on the dogs back",,3,4,3,5,1,2.0,2.0,3.0,2,4.0,5,,,,4,"sit, down, sit, down",,Righ,3.0,1,1.0,,2.0,,,4,0.0,,,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,2.0,,3.0,,,4.0,2.0,2.0,2.0,1.0,No,,,3.0,,,,5.0,,,,,,,,,,,,,
Kelvin,10-13-LK,1,2019-11-01,B,LRxGR,M,K,IGDB,Rose,02/08/2018,07/10/2019,22/06/2020,GD,B,,,2.0,4.0,1.0,,,,dog came back to handler before call back,,1,2,2,2,,,4,,,2.0,,,2,2.0,,handler used food and stayed down beside the dog,,4.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,6,5,4,3,6,4.0,4.0,,4,5.0,6,,didn't pass the dog food bowl the 2nd time,,4,"sits and breaks it to move nearer to handler, nudges handler ",,Both,3.0,1,1.0,,3.0,handler placed the kong away from them and the dog stayed in the same spot ,,5,1.0,,,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,No,,,,1.0,1.0,3.0,,4.0,,,3.0,3.0,3.0,2.0,4.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,
Kelvin,10-13-LK,2,2020-01-09,B,LRxGR,M,K,IGDB,Rose,02/08/2018,07/10/2019,22/06/2020,GD,B,,,2.0,4.0,1.0,"monitor fell off collar, dog got out",,,no call back done,,1,2,2,2,,,3,,,2.0,,,4,3.0,,handler continuously pet dog and stays crouched beside the dog,,4.0,4,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,very excited,,6,5,4,6,2,4.0,3.0,3.0,3,5.0,6,,,,5,"dog jumps up at handler, sits, down, sits",,None,3.0,3,1.0,,2.0,,,5,1.0,,,,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,5.0,3.0,3.0,No,,,,1.0,1.0,4.0,,4.0,,,4.0,2.0,4.0,2.0,4.0,No,,,5.0,dog jumps up on handler,,,5.0,,,,,,,,,,,,,
