Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,DOB,DOA,End Date,Duration,Status,Label,Outcome,BT Start,BT Duration,Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Call Back-Response,Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Standing-Response,Sitting-Response,Lying-Response,Lying-Settled,Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Return-Handler,Dog-Response,Dog-Call Back Response,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Responsiveness-After,Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Reunion-Response,Noise-Confidence,S-Walking-Pull_mean,S-Walking-Pull_prod,S-Distractions-Pull_mean,S-Distractions-Pull_prod,S-Walking-Distractions-Pull_mean,S-Walking-Distractions-Pull_prod,S-Familiarisation-Handler_mean,S-Familiarisation-Handler_prod,S-Call-Response_mean,S-Call-Response_prod,S-Familiarization-Dog-Call,S-Obedience_mean,S-Obedience_prod,S-Sensitivity_mean,S-Sensitivity_prod,S-Tea Towel-First Response,S-Tea Towel-Second Response,S-Distractions-First Response_mean,S-Distractions-First Response_prod,S-Distractions-Second Response_mean,S-Distractions-Second Response_prod,S-Distractions-Difference_mean,S-Kong-Response_mean,S-Kong-Response_prod,S-Dog-Distraction_mean,S-Dog-Distraction_prod,S-Crate-Response_mean,S-Crate-Response_prod,S-Crate-Stimulus_mean,S-Crate-Stimulus_prod,S-Crate-Handler_mean,S-Crate-Handler_prod,S-Petting-Stimulus-During_mean,S-Petting-Stimulus-During_prod,S-Petting-Engagement-During_mean,S-Petting-Engagement-During_prod,S-Petting-After_mean,S-Petting-After_prod,S-Isolation-Handler_mean,S-Isolation-Handler_prod,S-Isolation-Stimulus,S-Sociability_mean,S-Sociability_prod
July,10-03-LJ,1,2019-10-30,B,LR,F,J1,IGDB,2018-07-03,2019-10-17,2020-06-08,235 days,AD,1.0,Success,14:43:59,0:13:20,1.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,4.0,3.0,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,4,4,1,5,2,3.0,2.0,3.0,3.0,5.0,5.0,5.0,"sat, jumped up a few times",Left,3.0,3.0,1.0,2.0,5.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,No,1.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,No,4.0,4.0,1.0,1.0,4.0,15.0,3.0,14.0,1.0,1.0,2.5,6.0,-1.0,2.333333333333333,8.0,1.75,0.0,1.6666666666666667,0.1666666666666666,3.5,80,2.5,36.0,-1.0,2.75,30.0,4.0,15.0,2.25,18.0,1.25,2.0,3.0,16.0,2.0,3.0,2.0,3.0,2.5,4.0,2.6666666666666665,12.0,0.0,3.6666666666666665,48.0
Kirby,10-15-LK,1,2019-11-01,A,LRxGR,M,K1,IGDB,2018-08-02,2019-10-09,2020-07-20,285 days,AD,1.0,Success,13:41:02,0:17:23,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,3,3,3,5,2,2.0,2.0,5.0,2.0,3.0,5.0,2.0,Sat and then lay down - no inappropriate behaviour at all. Stared very intently at the kong and showed a definite interest.,None,3.0,3.0,1.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,3.0,No,5.0,4.0,1.0,1.0,2.5,6.0,1.5,5.0,2.0,4.0,1.0,1.0,0.0,3.0,24.0,2.0,0.0,0.6666666666666666,1.0,3.5,135,2.75,40.0,-0.75,2.0,12.0,2.5,4.0,0.75,0.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,3.333333333333333,30.0,-1.0,4.0,60.0
Kirby,10-15-LK,2,2020-01-08,A,LRxGR,M,K1,IGDB,2018-08-02,2019-10-09,2020-07-20,285 days,AD,1.0,Success,13:26:19,0:13:37,3.0,5.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,4.0,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,2,3,1,1,2,2.0,2.0,4.0,2.0,3.0,4.0,4.0,"Dog kept on lead. Intense starting, backing up very slightly and a very quick slight and soft whine.",None,3.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,4.0,4.0,2.0,3.0,,1.0,No,4.0,4.0,2.0,4.0,2.5,6.0,0.5,2.0,2.0,3.0,1.0,1.0,0.0,2.6666666666666665,12.0,2.0,0.0,0.5,0.0,1.75,6,2.5,32.0,0.75,2.5,24.0,2.5,4.0,1.25,2.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.5,4.0,-1.0,3.6666666666666665,48.0
Kacie,10-31-LK,1,2019-11-14,A,LRxGR,F,K1,IGDB,2018-08-02,2019-10-24,2020-06-08,228 days,AD,1.0,Success,14:43:36,0:13:49,1.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,3,4,1,3,4,5.0,3.0,2.0,4.0,4.0,6.0,5.0,"Very restless - jumps up, backs up, whines and when she thinks shes not getting her way she explores",None,4.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,No,1.0,1.0,4.0,4.0,5.0,1.0,2.0,2.0,4.0,No,5.0,3.0,1.0,1.0,4.0,16.0,3.0,15.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.75,0.0,1.8333333333333333,2.5,2.75,36,3.5,120.0,0.75,3.5,120.0,2.5,4.0,2.5,27.0,1.75,4.0,2.6666666666666665,18.0,2.5,4.0,2.5,4.0,2.5,4.0,3.6666666666666665,40.0,-1.0,4.333333333333333,80.0
Kacie,10-31-LK,2,2020-01-09,A,LRxGR,F,K1,IGDB,2018-08-02,2019-10-24,2020-06-08,228 days,AD,1.0,Success,12:48:54,0:13:27,1.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,2,4,3,4,2,3.0,1.0,2.0,3.0,3.0,6.0,4.0,Dog kept on lead. Some whining but brief and mild - tries to lie down and get attention in order to get the kong but wasnt over the top or inappropriate,None,3.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,4.0,3.0,5.0,1.0,1.0,,1.0,No,5.0,3.0,2.0,4.0,3.0,9.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,3.333333333333333,36.0,1.5,0.0,1.8333333333333333,0.3333333333333333,3.25,96,2.0,12.0,-1.25,2.5,24.0,3.0,5.0,1.25,2.0,1.5,3.0,1.0,1.0,2.5,4.0,2.5,4.0,2.0,3.0,3.0,5.0,0.0,4.0,60.0
July,10-03-LJ,2,2020-01-08,B,LR,F,J1,IGDB,2018-07-03,2019-10-17,2020-06-08,235 days,AD,1.0,Success,13:02:41,0:14:33,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,1,4,1,5,2,3.0,1.0,4.0,3.0,3.0,5.0,5.0,dog jumps up,None,3.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,No,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,No,3.0,4.0,1.0,1.0,3.0,9.0,2.0,8.0,1.5,2.0,1.5,2.0,-1.0,3.333333333333333,36.0,1.75,0.0,1.6666666666666667,0.5,2.75,20,2.5,24.0,-0.25,2.75,30.0,3.5,10.0,2.0,16.0,1.5,4.0,2.0,6.0,1.5,2.0,1.5,2.0,2.0,3.0,2.0,6.0,1.0,2.6666666666666665,18.0
Meeko,11-02-IM,1,2019-12-18,A,LR,M,M1,IGDB,2018-08-25,2019-11-04,2020-05-29,207 days,W,0.0,Fail,14:06:42,0:14:55,3.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,4,3,2,4,4,4.0,2.0,3.0,2.0,2.0,6.0,2.0,Moves position and stares intensely,,,1.0,,,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,4.0,4.0,5.0,1.0,2.0,1.0,1.0,No,5.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,2.5,6.0,2.5,6.0,-1.0,2.333333333333333,12.0,1.5,0.0,1.0,1.0,3.25,96,3.25,96.0,0.0,2.0,2.0,3.0,9.0,2.0,12.0,1.5,3.0,1.0,1.0,2.5,4.0,2.5,4.0,2.5,4.0,2.333333333333333,5.0,-1.0,4.333333333333333,80.0
Kelvin,10-13-LK,1,2019-11-01,B,LRxGR,M,K1,IGDB,2018-08-02,2019-10-07,2020-06-22,259 days,GD,2.0,Success,14:16:41,0:15:40,2.0,4.0,1.0,,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,6,5,4,3,6,4.0,4.0,,4.0,5.0,6.0,4.0,"sits and breaks it to move nearer to handler, nudges handler ",Both,3.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,No,1.0,1.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,No,5.0,4.0,2.0,4.0,4.5,20.0,2.5,16.0,1.5,2.0,2.0,2.0,,2.6666666666666665,16.0,1.75,0.0,2.5,3.5,4.5,360,4.666666666666667,96.0,-0.3333333333333333,2.75,36.0,4.0,12.0,2.25,18.0,1.25,2.0,3.333333333333333,32.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,24.0,0.0,4.333333333333333,75.0
Kelvin,10-13-LK,2,2020-01-09,B,LRxGR,M,K1,IGDB,2018-08-02,2019-10-07,2020-06-22,259 days,GD,2.0,Success,14:43:49,0:14:33,2.0,4.0,1.0,,1.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6,5,4,6,2,4.0,3.0,3.0,3.0,5.0,6.0,5.0,"dog jumps up at handler, sits, down, sits",None,3.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,5.0,3.0,3.0,No,1.0,1.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,No,6.0,5.0,2.0,4.0,4.0,15.0,2.0,11.0,1.5,2.0,2.0,2.0,,3.0,24.0,2.0,0.0,3.5,3.5,5.25,720,3.0,72.0,-2.25,2.75,30.0,4.0,12.0,2.75,36.0,1.75,6.0,3.6666666666666665,40.0,2.5,4.0,2.5,4.0,3.0,5.0,3.333333333333333,32.0,-2.0,5.0,120.0
Meeko,11-02-IM,2,2020-01-16,A,LR,M,M1,IGDB,2018-08-25,2019-11-04,2020-05-29,207 days,W,0.0,Fail,14:41:37,0:16:41,3.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,2,3,4,4,3,2.0,2.0,2.0,2.0,2.0,5.0,2.0,Staring intently - does avert attention for a few seconds but reverts back to starting at kong. Good behaviour shown - no breaks in the sit or shifting weight or moving. ,Both,3.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,No,4.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,2.5,4.0,-3.0,1.3333333333333333,2.0,1.25,0.0,1.0,0.5,3.25,96,2.25,24.0,-1.0,2.25,24.0,3.5,12.0,1.0,1.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.3333333333333333,2.0,3.0,3.333333333333333,36.0
Kain,11-11-IK,1,2019-12-18,A,LRxGR,M,K1,IGDB,2018-08-02,2019-11-12,2020-07-15,246 days,AD,1.0,Success,14:35:47,0:15:11,2.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,6,5,5,6,6,4.0,4.0,6.0,4.0,5.0,6.0,5.0,Jumps up at handler in the beginner - does modulate but I dont think he would have maintained much longer than he did. ,Left,4.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,2.0,1.0,1.0,No,5.0,3.0,1.0,1.0,4.5,20.0,3.5,19.0,1.5,2.0,3.0,8.0,-2.0,3.0,27.0,1.75,0.0,1.8333333333333333,2.833333333333333,5.5,900,5.0,576.0,-0.5,3.25,80.0,4.0,16.0,2.25,18.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,5.0,-1.0,4.0,60.0
Katie,11-21-IK,1,2019-12-12,B,LRxGR,F,K1,IGDB,2018-08-02,2019-11-19,2020-06-08,202 days,AD,1.0,Success,14:38:08,0:14:19,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,4,4,4,4,3,3.0,3.0,3.0,3.0,4.0,5.0,5.0,"sits, jumps at handler, down, sits, down, sits",None,3.0,3.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,1.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,No,4.0,4.0,2.0,4.0,3.5,12.0,1.5,8.0,1.0,1.0,1.5,2.0,-1.0,2.0,8.0,1.25,0.0,2.5,1.1666666666666667,4.0,256,3.0,81.0,-1.0,3.0,60.0,3.5,10.0,1.75,8.0,1.25,2.0,1.6666666666666667,4.0,1.5,2.0,1.5,2.0,2.0,3.0,1.6666666666666667,4.0,1.0,3.0,24.0
Kaiser,11-24-IK,1,2019-12-13,A,LRxGR,M,K1,IGDB,2018-08-02,2019-11-20,2020-07-20,243 days,GD,2.0,Success,14:36:49,0:16:19,2.0,5.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,6,4,4,4,1,2.0,3.0,4.0,4.0,5.0,6.0,5.0,"Activated, lip smacking, whining, barking, attention seeking, jumping up at handler",None,4.0,3.0,3.0,3.0,7.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,No,1.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,No,2.0,4.0,2.0,4.0,4.5,20.0,2.5,16.0,2.0,4.0,1.5,2.0,-1.0,1.6666666666666667,3.0,2.0,0.0,1.8333333333333333,1.1666666666666667,4.5,384,2.5,24.0,-2.0,3.75,180.0,4.5,14.0,2.75,48.0,1.5,3.0,1.6666666666666667,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.333333333333333,8.0,1.0,2.6666666666666665,18.0
Katie,11-21-IK,2,2020-01-28,B,LRxGR,F,K1,IGDB,2018-08-02,2019-11-19,2020-06-08,202 days,AD,1.0,Success,12:38:33,0:15:14,1.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,4,4,3,6,3,3.0,3.0,6.0,4.0,5.0,6.0,5.0,"jumps up for kong when being handed in, sits, downs, ",Righ,3.0,3.0,2.0,3.0,6.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,No,1.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,No,4.0,5.0,2.5,6.0,4.5,20.0,2.0,14.0,1.0,1.0,1.5,2.0,-1.0,2.0,6.0,1.25,0.0,0.8333333333333334,0.8333333333333334,4.25,288,3.75,162.0,-0.5,3.25,90.0,4.0,12.0,1.75,8.0,1.5,4.0,2.333333333333333,9.0,1.5,2.0,2.5,6.0,3.0,9.0,1.3333333333333333,2.0,0.0,3.0,24.0
Kain,11-11-IK,2,2020-01-16,A,LRxGR,M,K1,IGDB,2018-08-02,2019-11-12,2020-07-15,246 days,AD,1.0,Success,15:07:36,0:15:03,2.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,6,2,2,3,3,3.0,2.0,4.0,4.0,5.0,4.0,5.0,Jumping up at handler and staring very intently,Both,3.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,No,1.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,No,4.0,6.0,2.0,4.0,4.5,20.0,2.5,16.0,1.5,2.0,1.0,1.0,0.0,2.6666666666666665,16.0,1.75,0.0,1.8333333333333333,1.8333333333333333,3.25,72,3.0,72.0,-0.25,2.75,30.0,3.0,5.0,2.25,18.0,1.25,2.0,2.333333333333333,9.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,64.0,2.0,3.333333333333333,36.0
Meg,11-22-IM,1,2019-12-12,B,LR,F,M1,IGDB,2018-08-25,2019-11-19,2020-01-31,73 days,W,0.0,Fail,13:40:24,0:17:40,2.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,,4.0,3.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,4,4,3,4,3,4.0,3.0,3.0,2.0,2.0,5.0,2.0,sits,None,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,2.6666666666666665,12.0,1.75,0.0,1.0,1.6666666666666667,3.75,192,3.25,108.0,-0.5,2.25,24.0,2.5,4.0,2.25,24.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,5.0,0.0,3.6666666666666665,48.0
Tosh,11-23-IT,1,2019-12-12,B,GR,M,T1,GDBUK,2018-09-25,2019-11-19,2020-01-20,62 days,W,0.0,Fail,14:13:15,0:14:28,2.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,3,3,3,3,3,3.0,3.0,3.0,1.0,1.0,4.0,2.0,sits,Left,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,No,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.5,2.0,1.0,1.0,0.0,2.333333333333333,12.0,1.5,0.0,1.0,0.5,3.0,81,3.0,81.0,0.0,2.25,24.0,2.5,4.0,2.25,24.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,1.3333333333333333,2.0,3.0,3.6666666666666665,48.0
Lexie,11-26-IL,1,2019-12-12,B,LR,F,L1,IGDB,2018-08-17,2019-11-19,2020-07-20,244 days,AD,1.0,Success,13:12:41,0:14:00,1.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,4,5,3,1,1,4.0,1.0,1.0,2.0,5.0,7.0,4.0,sits,None,3.0,1.0,4.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,4.0,6.0,2.0,4.0,1.0,1.0,1.0,No,4.0,4.0,1.5,2.0,3.5,10.0,2.0,8.0,1.0,1.0,1.0,1.0,0.0,3.333333333333333,36.0,1.5,0.0,2.5,0.5,3.25,60,1.75,4.0,-1.5,3.25,96.0,2.5,4.0,1.25,2.0,1.25,2.0,1.0,1.0,2.5,4.0,2.5,4.0,3.5,6.0,1.3333333333333333,2.0,3.0,4.666666666666667,96.0
Kaiser,11-24-IK,2,2020-01-28,A,LRxGR,M,K1,IGDB,2018-08-02,2019-11-20,2020-07-20,243 days,GD,2.0,Success,13:47:44,0:14:06,2.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,2,2,3,5,5,2.0,2.0,4.0,4.0,4.0,4.0,4.0,"Whining, intense stare but maintains sit",Both,3.0,3.0,1.0,2.0,6.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,No,1.0,3.0,3.0,4.0,4.0,2.0,3.0,,1.0,No,4.0,4.0,2.0,4.0,4.0,16.0,2.0,12.0,1.5,2.0,2.5,6.0,-1.0,3.333333333333333,32.0,2.0,0.0,1.8333333333333333,1.8333333333333333,3.0,60,3.25,80.0,0.25,2.5,24.0,4.5,18.0,2.0,12.0,1.5,3.0,1.0,1.0,2.0,3.0,3.0,9.0,3.5,12.0,2.5,4.0,-1.0,3.6666666666666665,48.0
Jessie,11-25-IJ,1,2019-12-13,A,LR,F,J1,IGDB,2018-07-03,2019-11-20,2020-07-31,254 days,GD,2.0,Success,14:07:16,0:14:54,3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,1,3,2,4,1,2.0,2.0,2.0,2.0,3.0,3.0,2.0,Lay down after sitting staring for a while,None,3.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,1.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,No,5.0,3.0,1.0,1.0,2.5,6.0,1.5,5.0,2.5,6.0,1.0,1.0,0.0,1.3333333333333333,2.0,1.75,0.0,1.0,0.0,2.5,24,1.75,8.0,-0.75,2.0,12.0,3.5,6.0,2.25,16.0,1.75,4.0,1.6666666666666667,4.0,1.5,2.0,1.5,2.0,2.5,4.0,2.6666666666666665,12.0,-1.0,3.6666666666666665,40.0
Jessie,11-25-IJ,2,2020-01-28,A,LR,F,J1,IGDB,2018-07-03,2019-11-20,2020-07-31,254 days,GD,2.0,Success,14:45:38,0:12:23,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,3,2,3,5,1,2.0,2.0,4.0,2.0,3.0,4.0,2.0,Video cut short but from what was recorded - she was interested and looking but no breaking the sit and no inappropriate behaviour at all.,Left,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,No,1.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,1.0,No,4.0,4.0,1.0,1.0,2.5,6.0,1.5,5.0,1.5,2.0,1.0,1.0,0.0,2.0,6.0,1.75,0.0,0.0,0.0,3.25,90,2.25,16.0,-1.0,1.75,8.0,3.0,5.0,2.5,24.0,3.0,72.0,2.333333333333333,8.0,2.0,3.0,2.0,3.0,2.5,4.0,2.6666666666666665,10.0,-1.0,3.6666666666666665,48.0
Zander,11-28-IZ,1,2019-12-13,A,LR,M,Z2,Cesecah,2018-10-19,2019-11-18,2020-03-10,113 days,W,0.0,Fail,15:37:45,0:13:58,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,1,3,2,3,3,2.0,2.0,3.0,2.0,2.0,6.0,5.0,"Jumping up, sitting up on hind quarts (lifts forepaws off the floor), lying down, shifting and restless",,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,No,6.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,1.5,2.0,-1.0,2.0,4.0,1.75,0.0,0.0,0.0,2.25,18,2.5,36.0,0.25,3.0,45.0,2.5,6.0,1.75,6.0,2.0,8.0,1.0,1.0,1.5,2.0,1.5,2.0,2.5,4.0,2.6666666666666665,12.0,1.0,4.0,48.0
