Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,PR Sup,DOB,DOA,End Date,Duration,Status,Label,Outcome,Video Start Time (HH:MM:SS),Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking
Kyle,12-11-LK,1,29/01/2020,B,LRxGR,M,K,IGDB,Mags,2018-08-02,2020-01-09,2020-09-28,263 days,GD,2.0,Success,,,1.0,5.0,1.0,,,1.0,,,1,1,1,3,,,3,,,1.0,,,3,3.0,,,,4.0,3,No,No,,,,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,,,4,4,3,5,3,3.0,3.0,,3,4.0,5,,,,2,sits,,None,2.0,1.0,1.0,,3.0,,,5,2.0,,,,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,4.0,2.0,2.0,1.0,1.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Niamh,01-04-LN,1,29/01/2020,B,LRxGR,F,N,IGDB,Graham,2018-12-23,2020-01-09,2020-10-05,270 days,GD,2.0,Success,,,2.0,4.0,2.0,,,2.0,,,2,3,2,2,,,2,,,1.0,,,3,2.0,,handler stayed crouched down and used food,,4.0,4,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,2,3,3,4,1,3.0,3.0,4.0,3,3.0,5,,,,2,"activated initially, sits for awhile and then walks away after a while",,None,3.0,1.0,1.0,,2.0,,,4,1.0,,,,2.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,No,,,,1.0,1.0,3.0,,3.0,,,3.0,3.0,5.0,2.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,
Mandy,01-02-LM,1,30/01/2020,B,LR,F,M,IGDB,Rose,2018-08-25,2020-01-06,2020-07-20,196 days,AD,1.0,Success,,,2.0,4.0,2.0,,,1.0,,,1,1,1,3,,,1,,,4.0,,,1,2.0,,dog stayed crouched beside the dog and constantly used food,,,3,No,No,,handler said that dog wouldn't go on table,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,2,2,2,4,2,2.0,2.0,4.0,3,3.0,4,,,,2,sitting,sits,Righ,3.0,1.0,2.0,,2.0,dog was on lead,,3,0.0,,,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,2.0,1.0,4.0,,4.0,,,4.0,2.0,1.0,1.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,
Ozark,01-14-LO,1,19/02/2020,B,LRxGR,M,O,IGDB,Graham,2019-01-12,2020-01-21,2020-06-29,160 days,AD,1.0,Success,,,1.0,5.0,1.0,,,1.0,,,2,3,2,2,,,2,,,3.0,,,3,3.0,,,,2.0,3,No,No,,,,,,,,,,,,,,,,,not done -forgotten,,5,4,4,5,2,3.0,3.0,5.0,4,5.0,5,,,,5,"sits and jumps up, then sits again",,Left,3.0,1.0,1.0,,2.0,,,5,,,"handler didn't call dog back, dog went into crate by himself",,1.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,No,,,,1.0,1.0,3.0,,3.0,,,2.0,4.0,4.0,,1.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Nala,01-06-LN,1,11/02/2020,B,LRxGR,F,N,IGDB,Diana,2018-12-23,2020-01-07,2020-08-21,227 days,AD,1.0,Success,,,4.0,2.0,2.0,,,,dog sitting beside handler,,1,1,1,2,,,2,,,3.0,,,1,2.0,,,,3.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,4,4,4,5,2,4.0,2.0,5.0,3,3.0,5,,,,4,sits and moves slightly forward,,Left,3.0,1.0,2.0,,2.0,,,4,2.0,,,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,2.0,1.0,4.0,,4.0,,,5.0,1.0,1.0,2.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Odin,01-12-LO,1,11/02/2020,B,LRxGR,M,O,IGDB,Mags,2019-01-12,2020-01-21,2020-08-21,213 days,AD,1.0,Success,,,3.0,3.0,3.0,,,,dog was in front of handler,,1,1,1,2,,,3,,,3.0,,,1,2.0,,,,3.0,3,No,No,,,,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,,,,4,4,3,5,2,3.0,3.0,4.0,3,3.0,5,,,,2,sits and moves closer to handler,,None,3.0,1.0,2.0,,2.0,,,3,0.0,,,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,,,,,,,,video stopped,,video stopped,,,,,video stopped,,,,,,,,,,,
Molly,01-01-LM,1,29/01/2020,A,LR,F,M,IGDB,Graham,2018-08-25,2020-01-09,2020-11-02,298 days,AD,1.0,Success,,,3.0,4.0,2.0,,,1.0,,,3,1,1,2,,,2,No platform used. Didnt stand straight and was restless. I dont think she properly understood the exercise,,2.0,,,4,3.0,,Lay down without being asked. Handler remained crouched. ,,1.0,3,No,Yes,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,5,3,4,5,1,3.0,2.0,4.0,2,2.0,6,,,,4,Lifting hind quarters briefly and fixed staring,,Righ,3.0,1.0,2.0,,2.0,,,5,1.0,,,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,Yes,,Urinating could signify stress - but not sure if she was desperate as there was a lot of sniffing before hand. Didnt seem overly frantic so I would say she likely needed the toilet more than being overly stressed,,1.0,1.0,3.0,,3.0,,,3.0,3.0,1.0,1.0,1.0,No,,Think the whining is more from the other dog in the crate as the whining has been fairly persistent and continues after handler reunites with the dog,4.0,Very excited quite a frantic tail wag,,,3.0,,Did move toward the bucket but was already in motion before the bucket was dropped therefore it was more inquisitive over the sight of the bucket - the noise didnt elicit any further reactions. ,,,,,,,,,,,
Nina,01-03-LN,1,29/01/2020,A,LRxGR,F,N,IGDB,Graham,2018-12-23,2020-01-09,2020-09-14,249 days,GD,2.0,Success,,,3.0,5.0,2.0,,,1.0,,,2,1,1,4,,,1,walking around the handler  - and whinging (handler remarks on this). handler doesnt intervene too much when she breaks,,,Only attempted temporarily for a very short time- handler and assessor decide to go forward to a down - handler and assessor are speaking about something that might impede this (health concern?) ,,1,1.0,,Shoots back up almost immediately and handler struggles to get her to go down at all ,,3.0,3,No,No,,tail tucked,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,4,3,1,5,1,2.0,2.0,3.0,2,4.0,5,,,,2,some whinging,,None,1.0,2.0,,,2.0,,,5,0.0,,,,2.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,No,,,,1.0,1.0,4.0,,3.0,,,4.0,2.0,2.0,3.0,2.0,No,,,4.0,,,,4.0,,quick recovery.,,,,,,,,,,,
Noel,01-05-LN,1,29/01/2020,A,LRxGR,M,N,IGDB,Rose,2018-12-23,2020-01-06,2020-11-11,310 days,AD,1.0,Success,,,4.0,3.0,2.0,Unsure about moving away from handler. Took some time to explore.,,1.0,,,1,1,1,3,"Sometimes needing food lure from handler as he was walking behind alot, and sometimes trying to move over to the handlers right side while walking.",,3,No platform used. Did a cirlce around handler but did go back to standing and waiting,,4.0,,,3,4.0,,Handler used lure and remained crouched next to him,,4.0,4,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,4,2,3,4,2,2.0,2.0,3.0,3,3.0,4,,,,2,Sitting and maintaining but not completey into the kong - looking around at the assessors etc. ,,None,3.0,3.0,1.0,,2.0,,,3,0.0,,,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,4.0,1.0,2.0,3.0,1.0,No,,definitely two sets of whining ,3.0,,,,4.0,,,,,,,,,,,,,
Zeus,01-11-LZ,1,11/02/2020,A,LR,M,Z,DFG,Mags,2018-10-14,2020-01-21,2020-09-14,237 days,GD,2.0,Success,,,2.0,5.0,1.0,,,1.0,,,2,3,3,2,Did walk ahead once or twice but mostly at heel,,3,,,3.0,quite food obsessed.,,2,1.0,,Very activated and excited.,,4.0,4,No,No,,,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,1,3,3,4,3,2.0,3.0,2.0,2,3.0,6,,,,4,Sitting and maintaining but stretching head out and staring intently,,None,3.0,1.0,1.0,,2.0,,,1,0.0,,More interested in the food the handler has - does see the dog but doesnt change demeanor at all and immediately reverts attention back at handler,,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,No,,,,1.0,1.0,4.0,,4.0,,,4.0,1.0,2.0,,1.0,No,,Couldnt tell where the whining was coming from,4.0,,,,4.0,,Startle response mild - quick recovery,,,,,,,,,,,
Oj,01-13-LO,1,11/02/2020,A,LRxGR,M,O,IGDB,Diana,2019-01-12,2020-01-22,2020-11-02,285 days,AD,1.0,Success,,,2.0,5.0,1.0,Body shakes - body sensitivity?,,1.0,,,2,2,2,1,Goes between walking ahead and walking beside / at heel,,3,Wasnt officially asked to stand. No platform used either. Good considering,,1.0,,,3,3.0,,,,3.0,3,No,No,,Handler remarks on dog having sore ears. Seems quite head shy and this is probably why but wasnt too comfortable throughout the body check - quite squirmy. Still co-operative though,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,Lowered tail carriage a little and change in demeanour,,4,3,3,4,3,3.0,3.0,4.0,4,4.0,6,,Mod - High interest in just about all the distractions,,2,Sitting calmly. Mostly staring at kong but every now and then he peers over to the rest of the room,,None,3.0,1.0,1.0,,2.0,,,4,0.0,,I would actually say a high interest but he only moved after a bit of a pause and looked to handler first to make sure he was allowed,,1.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,No,,,,1.0,1.0,3.0,,2.0,,,4.0,3.0,2.0,4.0,1.0,No,,,3.0,,,,4.0,,Did move toward can but not a heavy startle.,,,,,,,,,,,
Orbet,01-15-LO,1,11/02/2020,A,LRxGR,M,O,IGDB,Graham,2019-01-12,2020-01-21,2020-08-21,213 days,AD,1.0,Success,,,4.0,5.0,1.0,Inaudible whining.,,2.0,,,3,1,1,3,,,2,Moving around.  No platform used. I would say he wasnt sure what he was supposed to be doing. ,,2.0,A bit distracted by dogs barking in the background.,,4,3.0,,Good handler support as I think it was needed. He maintained his down well but I think due to the support he had,,3.0,4,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,2,3,2,5,3,3.0,2.0,4.0,3,5.0,6,,,,1,sits for a while but doesnt look at the kong at all. Then moves off and explores and doesnt want to come back. No interest.,,None,3.0,1.0,1.0,,2.0,,,3,0.0,,,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,No,,,,1.0,1.0,2.0,,3.0,,,4.0,2.0,2.0,,1.0,No,,Video ended before end of the session - new video commences toward the end of the session.,1.0,,,,4.0,,Slight startle response. Quick recovery,,,,,,,,,,,
Varley,09-25-LV,1,05/10/2020,B,LR,M,V,IGDB,Rose,2019-06-11,2020-09-08,2021-04-14,218 days,W,0.0,Fail,13:10:59,00:04,2.0,4.0,1.0,constantly sniffing,01:10,1.0,,01:17,3,4,3,1,,02:26,2,,03:48,3.0,,04:54,4,3.0,06:00,,06:10,2.0,3,No,No,06:48,,07:02,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,07:43,,08:22,6,4,3,5,2,4.0,1.0,5.0,4,5.0,6,09:12,,09:38,5,"unsettled, jumping at handler, lying down, whines, sits",10:18,None,2.0,2.0,,10:46,3.0,,11:07,4,,11:40,dog was on route back to the handler,11:54,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,No,13:01,,13:07,2.0,1.0,4.0,13:30,3.0,,13:57,3.0,4.0,3.0,2.0,1.0,No,15:06,,4.0,,15:27,15:46,4.0,15:52,,3,4,0,15,0,0,0,0,0,8,
Tango,09-23-LT,1,05/10/2020,B,LRxGR,F,T,IGDB,Graham,2019-05-23,2020-09-08,2021-04-22,226 days,AD,1.0,Success,12:46:10,00:10,1.0,5.0,1.0,,01:23,1.0,,01:29,2,3,2,3,,02:38,4,,03:43,4.0,,04:33,4,4.0,05:49,went down herself,05:59,3.0,3,No,Yes,06:49,,07:00,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,07:25,,08:14,4,3,3,5,1,3.0,1.0,5.0,3,4.0,6,08:50,,09:15,4,sitting,10:05,,3.0,1.0,1.0,10:21,2.0,,11:00,3,0.0,11:37,,11:55,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,13:14,,13:16,1.0,1.0,3.0,13:44,3.0,interacts with handler but does move away and come back,14:00,3.0,3.0,2.0,1.0,1.0,No,15:08,,3.0,handler comes in and put dogs straight on lead,15:15,15:38,3.0,15:46,,0,1,0,0,0,0,0,0,0,1,
Quayla,09-24-LQ,1,05/10/2020,B,LRxGR,F,Q,IGDB,Rose,2019-03-20,2020-09-08,2021-02-03,148 days,AD,1.0,Success,13:39:18,00:08,4.0,2.0,4.0,,,,dog beside handler,01:23,2,3,3,3,,02:48,2,,03:59,4.0,,04:59,3,2.0,06:00,"broke down towards the end, handler about to put him back into down when told can move to body check",06:23,2.0,3,No,No,06:57,,07:18,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,07:47,,08:20,1,4,2,1,5,4.0,1.0,5.0,3,4.0,6,09:08,,09:27,2,"sits, puppy sit, whines, lies down, whines",10:14,Righ,4.0,1.0,1.0,10:41,3.0,,11:11,3,0.0,11:38,,11:55,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,12:57,,12:58,2.0,1.0,3.0,13:15,3.0,interacts then moves away from handler,13:27,5.0,1.0,1.0,4.0,1.0,No,14:32,,3.0,,14:38,15:05,4.0,15:13,,0,3,0,21,0,0,0,0,0,0,
Zavier,09-22-LZ,1,05/10/2020,B,LR,M,Z,AADI,Frances,2019-07-22,2020-09-08,2020-09-16,8 days,W,0.0,Fail,14:49:17,00:03,1.0,5.0,2.0,,00:36,,handler went over to the dog and clipped the lead on the collar,01:43,1,2,2,3,,02:56,2,,03:56,3.0,"dog broke sit, handler didn't get him to sit, they moved onto down response",05:14,1,2.0,06:52,,07:20,2.0,3,No,No,07:53,,08:06,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,08:37,,09:20,4,4,2,5,3,3.0,2.0,3.0,3,4.0,5,10:20,,10:53,4,sitting calmly but occas will look around at any noises heard,11:36,None,3.0,3.0,3.0,11:50,2.0,,12:37,3,,13:05,handler walks over to dog instead of recalling the dog,13:28,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,13:57,"dog was rolling around on the blankets and the top monitor came off, handler took dog out then",14:35,1.0,2.0,2.0,14:54,1.0,"petting starts with dog on lead, handler left dog off lead",15:11,4.0,2.0,3.0,3.0,2.0,No,16:28,,,handler put dog on lead and starts walking,16:38,17:07,3.0,17:22,,0,08:52;12:01,0,15:43-15:44;15:50;15:54;16:04-16:07;16:13-16:14,16:15,0,0,0,0,2:43;4:45,2:10;2:45
Zaid,09-21-LZ,1,05/10/2020,B,LR,M,Z,AADI,Frances,2019-07-22,2020-09-08,2021-03-19,192 days,W,0.0,Fail,15:23:03,00:00,2.0,4.0,2.0,dog off lead when time has been removed from in front of camera,unknown as camera had stopped recording,,,00:11,2,3,2,2,video started a second time 15:26:23,01:33,1,,02:30,4.0,went from a stand to a  sit without being asked,03:28,4,2.0,04:22,,04:33,4.0,3,No,No,05:01,,05:12,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,05:44,,06:23,4,4,2,5,2,3.0,1.0,5.0,3,3.0,6,06:56,,07:16,4,"stayed sitting, did whine at times",08:02,None,2.0,3.0,1.0,08:27,2.0,"kong had dropped, handler shows the dog the kong, dog licks it but isn't trying to take it off the handler",08:52,5,1.0,09:12,,09:28,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,No,10:11,,,1.0,2.0,1.0,10:48,1.0,"dog moves away from handler and into crate to roll on the fleeces, handler takes dog out of crate and closes the crate, dog more responsive second time to petting",10:59,4.0,2.0,2.0,3.0,3.0,No,12:07,,3.0,,12:17,12:35,4.0,12:40,,0,05:46;10:10,0,2:10-2:12;2:40-2:41;2:45-2:50;2:54-3:00;03:51-03:52;7:22-7:24;7:54-7:55;8:00-8:01;9:06-9:07;9:12-9:14;9:37-9:39;11:08-11:09;11:11-11:16;11:27-11:28;11:38-11:42;11:56-11:58,11:23;11:31;11:34;11:37,0,0,0,0,10:38,00:11;00:24;00:31;00:52;1:10;1:14;1:37;1:42;1:55;2:13;2:17;2:29;3:57;5:54;6:50;7:44;7:56;8:46;8:51;11:55;12:26;12:33;12:48
Simon,09-31-LS,1,12/10/2020,B,LRx,M,S,IGDB,Graham,2019-04-19,2020-09-15,2021-08-26,345 days,GD,2.0,Success,14:18:17,00:00,2.0,5.0,1.0,,01:05,2.0,,01:20,2,3,3,2,,02:36,1,"handler used free hand to encourage dog to stay standing by keeping his hand under/near it back legs, handler crouched down beside the dog",03:32,2.0,,04:43,1,1.0,06:12,,06:32,4.0,2,No,No,08:19,,08:34,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,09:09,,09:41,4,4,4,5,1,2.0,1.0,5.0,3,5.0,5,10:34,,10:57,2,"sit moves and resits, jumps up at handler, sits, moves away from handler, jumps up x 2, sits",11:34,Both,3.0,1.0,1.0,12:02,2.0,,12:26,4,2.0,12:50,handler calls dog as handler is moving towards the crate,13:14,1.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,No,14:26,,14:28,2.0,1.0,3.0,14:56,3.0,,15:12,3.0,3.0,3.0,1.0,1.0,No,16:39,,3.0,,16:47,17:11,4.0,17:18,,3,09:16;14:51,0,13:51-13:52;13:59,0,0,0,0,0,0,03:41-03:43;04:21;05:16;07:01;07:40;08:19;09:02;10:21;10:27;10:49;13:26;15:21;16:29;16:43
Teal,09-32-LT,1,12/10/2020,B,LRxGR,F,T,IGDB,Rose,2019-05-23,2020-09-15,2021-03-29,195 days,AD,1.0,Success,13:14:51,00:01,1.0,5.0,1.0,dog off lead when phone with time was removed,1:11,3.0,,01:37,3,4,3,2,,02:52,2,,04:05,4.0,,05:07,4,2.0,06:22,handler stayed crouched down beside the dog,06:56,4.0,3,No,No,08:19,,08:40,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,09:38,dog moves away from handler and head for the matt on the ground and scratches matt,10:23,6,5,4,5,5,4.0,3.0,4.0,4,5.0,6,11:32,,11:54,2,"stayed sitting, only looking away briefly at times usually when she heard something",12:36,None,3.0,1.0,1.0,13:02,,dog was put on lead and walked beside the handler while handler took kong back,13:36,4,,14:04,no dog out/in heard,14:20,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,No,15:26,,15:29,1.0,1.0,1.0,16:19,1.0,,16:31,4.0,1.0,2.0,2.0,1.0,No,17:39,,3.0,video stopped at 17:41 just after handler went in,00:05,00:31,4.0,00:42,,0,9,0,14:41-14:46;16:36-16:38;16:57-17:00;17:11-17:23,0,0,0,4,0,03:39,1:33;1:54;03:29;04:17;05:23;07:30;10:42;10:48;10:56;13:57;15:50
Zaar,09-33-LZ,1,12-10-2020,B,LR,M,Z,Private breeder,Diana,2019-05-20,2020-09-15,2021-07-28,316 days,AD,1.0,Success,14:43:47,14:43:49,2.0,4.0,1.0,,01:24,1.0,,01:33,3,3,3,3,,02:41,2,,03:43,4.0,,05:52,2,3.0,05:57,handler stayed down beside the dog,06:50,2.0,2,Yes,Yes,08:03,,08:24,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,08:51,,09:22,4,4,3,6,2,3.0,2.0,5.0,4,5.0,6,10:12,,10:32,4,sits looking intensely at the kong,11:11,None,3.0,3.0,5.0,12:22,,handler put dog on the lead,12:44,3,0.0,13:02,,13:16,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,14:38,,14:42,2.0,1.0,3.0,15:07,3.0,,15:20,4.0,2.0,1.0,1.0,1.0,No,16:30,,3.0,,16:43,17:11,4.0,17:22,,0,1:27; 08:45,0,0,0,0,0,0,0,14:24,1:34; 1:36; 1:42; 1:46; 1:48; 07:07; 07:56;08:29; 09:23; 10:56; 14:25
Zackie,09-34-LZ,1,12/10/2020,B,LR,M,Z,AADI,Frances,2019-07-22,2020-09-15,2021-05-21,248 days,GD,2.0,Success,13:46:20,00:05,2.0,4.0,2.0,,,,didn't call dog back as dog was near him and moved towards him. Handler put dog on lead,01:20,2,2,2,3,,02:35,1,handler had to support dog to keep him in the stand position,03:39,3.0,handler stayed kneeling down beside the dog,04:40,1,1.0,06:03,handler stayed kneeling beside the dog,06:38,2.0,2,No,Yes,08:24,,08:43,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,09:08,,09:50,4,4,3,5,3,3.0,3.0,5.0,3,3.0,5,10:40,,11:12,4,"sits, lies down, sits, whines",11:52,None,3.0,1.0,1.0,12:20,2.0,handler put dog on lead,12:57,3,0.0,13:17,,13:35,2.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,No,14:54,,15:05,2.0,1.0,3.0,15:37,1.0,sometimes interacts calmly and then moves away,15:48,5.0,1.0,1.0,3.0,3.0,No,17:05,,3.0,,17:18,17:39,4.0,00:15,started at the end of one video and finished on the second video recording,0,0,0,13:44-13:48;14:16-14:19;14:21-14:22;14:33-14:34;14:43-14:45;16:09-16:10;16:18-16:19;16:23-16:24,16:47;16:52;,16:56-17:00,0,0,o,020:41;02:49;03:36;04:32,00:34;02:49;02:56;05:19;08:19;09:02;12:47;12:53;13:13;13:53;14:11
Vale,09-35-LV,1,12/10/2020,B,LR,M,V,IGDB,Frances,2019-06-11,2020-09-15,2021-05-21,248 days,GD,2.0,Success,12:41:44,00:03,1.0,5.0,1.0,,00:57,1.0,,01:08,1,2,2,3,,02:24,1,,04:03,1.0,,06:28,2,1.0,07:55,handler knelt beside the dog,09:21,4.0,2,No,No,10:18,heart monitor needed to be moved,10:38,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,11:11,,11:50,1,4,3,5,1,4.0,3.0,5.0,4,4.0,6,12:35,,12:57,4,"sit, stands, whines, moves around",13:48,Righ,3.0,1.0,2.0,14:11,3.0,handler put dog on lead,14:38,3,0.0,15:05,,15:24,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,No,16:49,,16:52,1.0,1.0,4.0,17:12,4.0,,17:27,5.0,1.0,1.0,2.0,1.0,No,00:59,on second video,4.0,mouths handler,01:10,01:35,4.0,01:46,,0,00:07;04:29;10:56;11:51,0,13:17;13:23;00:05,0,0,0,o,o,07:51,01:32;01:41;02:46;02:58;06:04;09:25;09:29;10:20;15:43;16:12
