Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,DOB,DOA,End Date,Duration,Status,Outcome,Working,BT Start,BT Duration,Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Call Back-Response,Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Standing-Response,Sitting-Response,Lying-Response,Lying-Settled,Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Return-Handler,Dog-Response,Dog-Call Back Response,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Responsiveness-After,Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Reunion-Response,Noise-Confidence,S-Familiarisation-Handler_mean,S-Familiarisation-Handler_prod,S-Walking-Pull_mean,S-Walking-Pull_prod,S-Distractions-Pull_mean,S-Distractions-Pull_prod,S-Walking-Distractions-Pull_mean,S-Walking-Distractions-Pull_prod,S-Obedience_mean,S-Obedience_prod,S-Sensitivity,S-Tea Towel-First Response,S-Tea Towel-Second Response,S-Distractions-First Response_mean,S-Distractions-First Response_prod,S-Distractions-Second Response_mean,S-Distractions-Second Response_prod,S-Distractions-Difference_mean,S-Kong-Response_mean,S-Kong-Response_prod,S-Dog-Distraction_mean,S-Dog-Distraction_prod,S-Call-Response_mean,S-Call-Response_prod,S-Familiarisation-Dog-Call,S-Crate-Response_mean,S-Crate-Response_prod,S-Crate-Stimulus_mean,S-Crate-Stimulus_prod,S-Crate-Handler_mean,S-Crate-Handler_prod,S-Petting-Stimulus-During_mean,S-Petting-Stimulus-During_prod,S-Petting-Engagement-During_mean,S-Petting-Engagement-During_prod,S-Petting-After_mean,S-Petting-After_prod,S-Isolation-Handler_mean,S-Isolation-Handler_prod,S-Isolation-Stimulus,S-Sociability_mean,S-Sociability_prod
Ozark,01-14-LO,1,2020-02-19,B,LRxGR,M,O1,IGDB,2019-01-12,2020-01-21,2020-07-10,171 days,AD,Success,Success,14:45:42,0:14:41,1.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,No,No,,,,,,,,,,,,,5,4,4,5,2,3.0,3.0,5.0,4.0,5.0,5.0,5.0,"sits and jumps up, then sits again",Left,3.0,1.0,1.0,2.0,6.0,,1.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,No,1.0,1.0,3.0,4.0,2.0,4.0,4.0,,1.0,No,4.0,3.0,1.0,1.0,2.5,6.0,4.5,20.0,2.0,14.0,2.6666666666666665,18.0,2.5,,,4.5,400,3.25,90.0,-1.25,2.75,30.0,6.0,6.0,1.0,1.0,,2.75,36.0,2.5,24.0,2.6666666666666665,18.0,2.0,3.0,2.0,3.0,2.5,4.0,1.5,2.0,0.0,3.6666666666666665,48.0
Nala,01-06-LN,1,2020-02-11,B,LRxGR,F,N1,IGDB,2018-12-23,2020-01-07,2020-08-24,230 days,AD,Success,Success,14:48:34,0:16:39,4.0,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,4,4,4,5,2,4.0,2.0,5.0,3.0,3.0,5.0,4.0,sits and moves slightly forward,Left,3.0,1.0,2.0,2.0,5.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,2.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,No,4.0,4.0,3.0,8.0,1.0,1.0,3.0,9.0,2.0,8.0,2.0,6.0,3.0,2.5,2.5,4.25,320,3.25,80.0,-1.0,2.75,48.0,4.0,15.0,3.0,3.0,,1.5,4.0,1.5,3.0,1.0,1.0,3.0,8.0,2.5,4.0,3.0,5.0,2.6666666666666665,10.0,0.0,4.333333333333333,80.0
Odin,01-12-LO,1,2020-02-11,B,LRxGR,M,O1,IGDB,2019-01-12,2020-01-21,2020-08-24,216 days,AD,Success,Success,15:19:50,0:13:38,3.0,3.0,3.0,,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,4,4,3,5,2,3.0,3.0,4.0,3.0,3.0,5.0,2.0,sits and moves closer to handler,None,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,,,,,,,,,3.0,9.0,1.0,1.0,3.0,9.0,2.0,8.0,2.333333333333333,9.0,3.0,2.0,1.6666666666666667,4.0,240,3.0,72.0,-1.0,2.25,24.0,2.5,4.0,1.0,1.0,,2.25,24.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,,1.0,,3.5,12.0
Molly,01-01-LM,1,2020-01-29,A,LR,F,M1,IGDB,2018-08-25,2020-01-09,2020-11-20,316 days,AD,Success,Success,12:30:36,0:14:57,3.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,5,3,4,5,1,3.0,2.0,4.0,2.0,2.0,6.0,4.0,Lifting hind quarters briefly and fixed staring,Righ,3.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,Yes,1.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,No,5.0,3.0,2.5,6.0,1.0,1.0,2.0,4.0,1.0,3.0,2.6666666666666665,16.0,2.0,1.0,1.0,4.25,300,2.5,24.0,-1.75,2.75,48.0,4.0,12.0,1.5,2.0,-1.0,2.5,24.0,1.75,4.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,2.0,4.0,60.0
Nina,01-03-LN,1,2020-01-29,A,LRxGR,F,N1,IGDB,2018-12-23,2020-01-09,2020-09-25,260 days,GD,Success,Success,13:46:49,0:13:06,3.0,5.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,,1.0,1.0,3.0,3.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,4,3,1,5,1,2.0,2.0,3.0,2.0,4.0,5.0,2.0,some whinging,None,1.0,2.0,,2.0,6.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,No,1.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,No,5.0,4.0,2.5,6.0,1.0,1.0,3.0,8.0,2.0,7.0,1.0,1.0,3.0,1.8333333333333333,1.8333333333333333,3.25,60,2.0,12.0,-1.25,1.6666666666666667,4.0,3.5,6.0,1.0,1.0,0.0,3.0,72.0,1.25,2.0,3.6666666666666665,25.0,2.5,4.0,2.5,4.0,2.5,4.0,3.0,24.0,0.0,4.333333333333333,80.0
Noel,01-05-LN,1,2020-01-29,A,LRxGR,M,N1,IGDB,2018-12-23,2020-01-06,2020-11-27,326 days,AD,Success,Success,14:19:50,0:14:50,4.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,4,2,3,4,2,2.0,2.0,3.0,3.0,3.0,4.0,2.0,Sitting and maintaining but not completey into the kong - looking around at the assessors etc. ,None,3.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,No,4.0,4.0,3.0,8.0,1.0,1.0,3.0,9.0,2.0,8.0,3.333333333333333,36.0,4.0,1.8333333333333333,1.8333333333333333,3.25,96,2.25,24.0,-1.0,2.0,12.0,2.5,4.0,1.0,1.0,0.0,2.25,16.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.6666666666666665,12.0,-1.0,3.6666666666666665,48.0
Oj,01-13-LO,1,2020-02-11,A,LRxGR,M,O1,IGDB,2019-01-12,2020-01-22,2020-11-20,303 days,AD,Success,Success,14:14:56,0:17:55,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,4,3,3,4,3,3.0,3.0,4.0,4.0,4.0,6.0,2.0,Sitting calmly. Mostly staring at kong but every now and then he peers over to the rest of the room,None,3.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,No,1.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,No,4.0,4.0,1.5,2.0,2.0,4.0,4.0,16.0,2.0,12.0,2.333333333333333,9.0,3.0,1.0,1.0,3.5,144,3.25,108.0,-0.25,2.0,12.0,3.0,5.0,1.0,1.0,0.0,2.75,36.0,2.0,8.0,2.6666666666666665,12.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,16.0,1.0,3.333333333333333,36.0
Orbet,01-15-LO,1,2020-02-11,A,LRxGR,M,O1,IGDB,2019-01-12,2020-01-21,2020-08-21,213 days,AD,Success,Success,13:43:44,00:19:21,4.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2,3,2,5,3,3.0,2.0,4.0,3.0,5.0,6.0,1.0,sits for a while but doesnt look at the kong at all. Then moves off and explores and doesnt want to come back. No interest.,None,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,No,1.0,1.0,2.0,4.0,4.0,2.0,2.0,,1.0,No,2.0,4.0,2.5,4.0,1.0,1.0,4.0,15.0,3.0,14.0,2.6666666666666665,16.0,3.5,2.5,2.5,3.0,60,3.0,72.0,0.0,1.75,6.0,2.5,4.0,1.5,2.0,1.0,2.0,12.0,1.75,4.0,1.0,1.0,1.5,2.0,1.5,2.0,2.5,4.0,2.5,4.0,0.0,2.6666666666666665,16.0
Varley,09-25-LV,1,2020-10-05,B,LR,M,V1,IGDB,2019-06-11,2020-09-08,2021-04-14,218 days,,0,Medical,13:10:59,0:16:00,2.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,6,4,3,5,2,4.0,1.0,5.0,4.0,5.0,6.0,5.0,"unsettled, jumping at handler, lying down, whines, sits",None,2.0,2.0,,3.0,5.0,,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,No,2.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,No,5.0,4.0,1.5,2.0,3.5,12.0,4.5,20.0,1.0,8.0,3.0,24.0,2.5,1.6666666666666667,1.6666666666666667,4.5,360,3.0,40.0,-1.5,3.333333333333333,30.0,5.0,5.0,1.0,1.0,,2.75,54.0,1.25,2.0,2.333333333333333,9.0,3.0,8.0,2.5,4.0,2.5,4.0,2.0,6.0,1.0,4.333333333333333,80.0
Tango,09-23-LT,1,2020-10-05,B,LRxGR,F,T2,IGDB,2019-05-23,2020-09-08,2021-04-22,226 days,AD,Success,Success,12:46:11,0:15:48,1.0,5.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,4,3,3,5,1,3.0,1.0,5.0,3.0,4.0,6.0,4.0,sitting,,3.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,No,4.0,3.0,1.0,1.0,2.5,6.0,3.5,12.0,1.0,6.0,4.0,64.0,3.0,1.6666666666666667,1.6666666666666667,3.75,180,2.5,15.0,-1.25,2.5,24.0,2.5,4.0,1.0,1.0,0.0,1.25,2.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,1.0,3.6666666666666665,48.0
Zavier,09-22-LZ,1,2020-10-05,B,LR,M,Z4,AADI,2019-07-22,2020-09-08,2020-09-16,8 days,W,Fail,Fail,14:49:18,0:17:29,1.0,5.0,2.0,,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,4,4,2,5,3,3.0,2.0,3.0,3.0,4.0,5.0,4.0,sitting calmly but occas will look around at any noises heard,None,3.0,3.0,3.0,2.0,4.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,No,,3.0,1.5,2.0,2.0,4.0,3.5,12.0,1.5,8.0,2.0,6.0,2.5,1.6666666666666667,2.5,3.75,160,2.75,54.0,-1.0,3.0,72.0,4.0,4.0,,1.0,,2.25,24.0,1.25,2.0,1.0,1.0,1.5,2.0,2.0,4.0,2.0,4.0,3.0,24.0,-1.0,2.0,4.0
Zaid,09-21-LZ,1,2020-10-05,B,LR,M,Z4,AADI,2019-07-22,2020-09-08,2021-03-19,192 days,W,Fail,Fail,15:23:03,0:16:04,2.0,4.0,2.0,,2.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,4,4,2,5,2,3.0,1.0,5.0,3.0,3.0,6.0,4.0,"stayed sitting, did whine at times",None,2.0,3.0,1.0,2.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,No,1.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,No,4.0,4.0,2.0,4.0,2.5,6.0,3.0,9.0,0.5,3.0,3.0,16.0,3.5,1.0,2.5,3.75,160,2.75,30.0,-1.0,2.25,16.0,4.0,12.0,2.0,2.0,,2.0,12.0,1.75,6.0,1.6666666666666667,4.0,1.0,1.0,1.5,2.0,2.0,4.0,3.333333333333333,36.0,0.0,2.333333333333333,8.0
Teal,09-32-LT,1,2020-10-12,B,LRxGR,F,T2,IGDB,2019-05-23,2020-09-15,2021-04-16,213 days,AD,Success,Success,13:14:49,0:18:30,1.0,5.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,6,5,4,5,5,4.0,3.0,4.0,4.0,5.0,6.0,2.0,"stayed sitting, only looking away briefly at times usually when she heard something",None,3.0,1.0,1.0,,5.0,,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,No,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,No,4.0,4.0,1.0,1.0,3.5,12.0,4.5,20.0,1.0,8.0,3.333333333333333,32.0,3.5,1.0,1.6666666666666667,5.0,600,4.0,240.0,-1.0,2.0,6.0,5.0,5.0,3.0,3.0,,3.25,108.0,1.75,4.0,1.6666666666666667,4.0,1.0,1.0,1.0,1.0,1.5,2.0,2.333333333333333,8.0,-1.0,2.333333333333333,8.0
Zackie,09-34-LZ,1,2020-10-12,B,LR,M,Z4,AADI,2019-07-22,2020-09-15,2021-05-21,248 days,GD,Success,Medical,13:46:21,00:17:58,2.0,4.0,2.0,,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,4,4,3,5,3,3.0,3.0,5.0,3.0,3.0,5.0,4.0,"sits, lies down, sits, whines",None,3.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,No,2.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,3.0,No,4.0,4.0,2.0,4.0,2.0,4.0,3.0,9.0,1.0,5.0,1.6666666666666667,3.0,2.0,2.5,2.5,4.0,240,3.5,135.0,-0.5,2.5,24.0,2.5,4.0,1.0,1.0,,2.0,16.0,1.25,2.0,2.6666666666666665,12.0,2.5,6.0,2.0,3.0,1.5,2.0,3.6666666666666665,45.0,0.0,3.0,24.0
Vale,09-35-LV,1,2020-10-12,B,LR,M,V1,IGDB,2019-06-11,2020-09-15,2021-05-21,248 days,GD,Success,Success,12:41:44,0:19:28,1.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,1,4,3,5,1,4.0,3.0,5.0,4.0,4.0,6.0,4.0,"sit, stands, whines, moves around",Righ,3.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,No,1.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,No,5.0,4.0,1.0,1.0,2.0,4.0,4.0,16.0,2.0,12.0,1.3333333333333333,2.0,3.0,2.5,2.5,3.25,60,3.25,60.0,0.0,3.0,72.0,2.5,4.0,1.0,1.0,0.0,2.0,12.0,1.5,3.0,1.0,1.0,2.5,4.0,2.5,4.0,3.0,5.0,2.6666666666666665,10.0,0.0,4.666666666666667,100.0
Thor,11-42-LT,1,2020-12-08,B,LRxGR,M,T2,IGDB,2019-05-23,2020-11-10,2021-07-28,260 days,AD,Success,Success,13:50:37,0:17:36,1.0,5.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,2,4,2,5,2,4.0,2.0,4.0,3.0,3.0,6.0,2.0,"sits, then stands then walks away from handler",None,3.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,1.0,5.0,3.0,2.0,1.0,No,4.0,4.0,1.0,1.0,2.5,6.0,3.0,9.0,0.5,3.0,2.333333333333333,12.0,3.0,2.5,1.6666666666666667,3.25,80,3.0,64.0,-0.25,2.0,12.0,4.0,15.0,2.0,3.0,-2.0,2.0,16.0,1.5,3.0,1.3333333333333333,2.0,2.0,3.0,2.0,3.0,2.5,4.0,1.3333333333333333,2.0,2.0,3.6666666666666665,48.0
Tessa,11-43-LT,1,2020-12-08,B,LRxGR,F,T2,IGDB,2019-05-23,2020-11-10,2021-12-10,395 days,GD,Success,Success,12:39:34,00:16:30,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,1,4,3,4,1,3.0,3.0,3.0,3.0,4.0,5.0,5.0,"sits, stands, jumps toward the kong, whines and short bark",None,3.0,1.0,1.0,2.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,No,1.0,2.0,3.0,3.0,4.0,2.0,1.0,,1.0,No,4.0,4.0,2.5,6.0,2.5,6.0,3.5,12.0,1.0,6.0,2.6666666666666665,16.0,3.0,2.5,1.1666666666666667,3.0,48,2.5,27.0,-0.5,2.75,30.0,5.5,24.0,2.0,3.0,-2.0,2.25,24.0,1.25,2.0,2.333333333333333,5.0,2.0,3.0,2.5,6.0,2.5,6.0,2.5,4.0,1.0,3.333333333333333,36.0
Yeska,11-44-LY,1,2020-12-08,B,LRxGR,F,Y1,IGDB,2019-09-25,2020-11-10,2021-05-21,192 days,GD,Success,Success,12:03:56,0:18:48,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,6,4,4,5,6,4.0,3.0,5.0,4.0,5.0,6.0,5.0,"sit, jumps at handler and moves around and jumps again on second video dog sits still",None,3.0,1.0,1.0,2.0,6.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,No,4.0,4.0,2.0,4.0,3.0,9.0,4.5,20.0,1.5,11.0,2.6666666666666665,16.0,3.5,2.5,1.6666666666666667,4.75,480,4.5,360.0,-0.25,2.75,30.0,4.5,18.0,2.5,6.0,-1.0,2.0,12.0,1.5,3.0,1.6666666666666667,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,0.0,3.333333333333333,36.0
Minnie,12-02-LM,1,2020-01-09,B,LR,F,M1,IGDB,2018-08-25,2019-12-09,2020-08-31,266 days,GD,Success,Success,13:41:23,0:15:09,,5.0,1.0,,1.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,6,4,3,5,2,2.0,2.0,2.0,3.0,5.0,7.0,2.0,stays sitting,Righ,3.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,No,1.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,No,5.0,4.0,1.0,1.0,2.5,6.0,4.0,15.0,1.5,9.0,3.333333333333333,36.0,3.0,3.5,2.5,4.5,360,2.0,16.0,-2.5,2.75,48.0,2.5,4.0,1.0,1.0,,3.0,72.0,1.5,4.0,2.0,6.0,1.5,2.0,1.5,2.0,2.0,3.0,2.333333333333333,8.0,0.0,3.333333333333333,30.0
Milo,12-03-LM,1,2020-01-09,B,LR,M,M1,IGDB,2018-08-25,2019-12-10,2020-08-24,258 days,AD,Success,Success,14:12:59,0:14:52,,5.0,1.0,,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,4,3,4,4,1,3.0,2.0,2.0,2.0,2.0,5.0,5.0,sits and then jumps up slightly,Both,3.0,,2.0,2.0,6.0,,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,No,4.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,6.0,3.0,0.3333333333333333,1.5,3.75,192,2.0,12.0,-1.75,3.0,60.0,6.0,6.0,,1.0,,1.75,8.0,1.5,4.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,8.0,0.0,3.6666666666666665,48.0
Vaughan,04-11-LV,1,2021-04-29,A,LR,M,V1,IGDB,2019-06-11,2021-04-07,2021-08-27,142 days,AD,Success,Success,13:12:48,0:13:01,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,2,3,3,4,4,1.0,1.0,2.0,2.0,3.0,5.0,4.0,Shifting from a sit to a down in order to get attention and perhaps to be rewarded with the kong. ,Left,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,3.0,8.0,1.0,1.0,2.5,6.0,1.5,5.0,3.0,16.0,4.0,2.5,0.0,3.0,72,2.0,8.0,-1.0,2.75,36.0,1.0,1.0,1.5,2.0,1.0,1.0,1.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.333333333333333,5.0,0.0,3.333333333333333,36.0
Yani,04-12-LY,1,2021-04-29,A,LRxGR,F,Y1,IGDB,2019-09-25,2021-04-07,2021-08-27,142 days,AD,Success,Success,12:18:39,0:15:41,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,5,3,3,5,1,3.0,2.0,4.0,3.0,3.0,6.0,5.0,Overly excited to start but loses interest quickly ,None,3.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,No,4.0,3.0,2.5,6.0,1.0,1.0,3.0,9.0,2.0,8.0,2.0,8.0,3.5,0.0,0.0,4.0,225,2.5,24.0,-1.5,2.75,30.0,2.5,4.0,1.0,1.0,0.0,1.0,1.0,1.25,2.0,1.3333333333333333,2.0,2.0,3.0,2.5,6.0,2.5,6.0,2.333333333333333,8.0,1.0,3.333333333333333,36.0
Yorkie,04-13-LY,1,2021-04-29,A,LRxGR,M,Y1,IGDB,2019-09-26,2021-04-07,2021-12-10,247 days,GD,Success,Success,12:45:57,0:14:17,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,4,3,1,4,2,3.0,4.0,2.0,3.0,3.0,5.0,5.0,"Goes from jumping to sitting and lying down, always staring intently in anticipation. ",None,3.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,No,2.0,1.0,3.0,3.0,5.0,1.0,2.0,4.0,1.0,No,5.0,4.0,2.0,4.0,1.0,1.0,3.0,9.0,2.0,8.0,3.0,16.0,3.0,1.0,0.0,3.0,48,2.75,48.0,-0.25,3.0,45.0,2.5,4.0,1.5,2.0,1.0,1.5,4.0,1.25,2.0,2.333333333333333,9.0,2.5,6.0,2.0,3.0,2.0,3.0,3.333333333333333,20.0,-1.0,3.6666666666666665,45.0
