Name,Code,Data Collection Number,Assessor,Breed,Sex,Litter,Source,PR Sup,DOB,DOA,Data Collection Date,End Date,Status,Timestamp,Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Time (MM:SS),Noise-Confidence,Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns
Harvey,08-02-LH,2,Allyce,LRxGR,M,H,IGDB,Rose,05/11/2018,21/08/2019,30/10/2019,28/01/2020,AD,29/04/2020 14:02:42,,4,5,1,Mostly stayed close to the handler - even while exploring. ,,1,,,1,1,1,2,,,3,No platform used. ,,4,,,4,3,,First attempt I think he was confused - didnt count it as a broken attempt. Slight interest in the environment,,1,3,No,No,,slight tail tuck,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,Low tail carriage,,3,2,2,3,2,2.0,2.0,3.0,2,2,4,,Very mild pull strength,,4,Breaks sit and intense staring. No inappropriate behaviour shown. Good modulation,,Left,3,2,1,,2,Picks up kong and walks a circle or two around handler but then settles at handlers feet. ,,5,1,,Loses interest quickly,,1,4,1,1,1,1,1,1,1,1,1,No,,,,1,1,4,,3,,,4,2,1,1,1,No,,,3,,,3,More inquisitive at the sight of the bucket than the noise - head slight perked up at the assessor holding the bucket before it was dropped,,,,,,,,,,
Gretel,07-14-LG,1,Susan Turtle,LRxGR,F,G,IGDB,Catherine,15/04/2018,21/07/2019,21/08/2019,29/11/2019,AD,29/04/2020 15:06:40,,1,5,1,,,1,,,2,3,2,2,,,4,,,3,,,3,3,,,,1,3,No,No,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,tea towel on top of body strap for the 1st one and on lower back for the 2nd.   ,,5,4,4,5,4,4.0,4.0,5.0,4,5,5,,,,5,dog jumps up at handler once,,None,3,3,2,,2,,,4,1,,handler walked towards the crate and called the dog,,1,2,3,4,3,1,3,3,4,3,3,No,,,,1,1,1,,2,,,4,3,3,2,1,No,,,3,,,4,,,,,,,,,,,
Gretel,07-14-LG,2,Susan Turtle,LRxGR,F,G,IGDB,Catherine,15/04/2018,21/07/2019,10/10/2019,29/11/2019,AD,29/04/2020 15:42:55,,2,4,2,handler started moving around,,1,,,1,2,2,2,occasionally dog will walk ahead for a few seconds,,2,,,2,,,3,2,,,,1,2,No,No,,"dog lifted up onto table, was stressed",,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,towel not folded over on 2nd time,,2,4,4,6,3,4.0,4.0,4.0,3,4,5,,,,5,sitting during but jumped once when kong was being given to handler,,Left,3,1,1,,2,handler has stepped back from dog,,3,0,,handler sat on chair an dog was in a down beside him,,1,3,2,2,1,1,2,1,1,2,2,No,,,,2,1,4,,4,,,3,3,2,1,1,No,,,3,,,4,,,,,,,,,,,
Jojo,08-13-LJ,1,Allyce,LR,F,J,IGDB,Frances,07/03/2018,28/08/2019,23/09/2019,29/11/2019,AD,29/04/2020 17:02:24,,2,5,1,,,2,,,2,1,1,2,,,2,Position of dog during stand no conducive to effect response. ,,4,,,2,2,,Got a bit bored toward the end - hesitant to reassume down position. ,,3,3,No,No,,,,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,,,3,3,3,3,3,3.0,2.0,3.0,3,3,6,,,,5,"Whining, jumping up, backing up",,Both,3,1,1,,2,,,3,0,,,,1,1,3,3,1,1,1,3,3,3,4,No,,,,1,1,3,,3,,,3,4,2,1,1,No,,,3,,,4,,,,,,,,,,,
Jojo,08-13-LJ,2,Allyce,LR,F,J,IGDB,Frances,07/03/2018,28/08/2019,14/11/2019,29/11/2019,AD,29/04/2020 17:20:27,,2,5,1,Handler remarks on dog passing wind. Stress?,,1,,,2,1,1,2,,,2,Did well to start with but got bored at the end. ,,3,Handler sat. Was distracted by dog in the crate. ,,1,1,,Very activated by environment. ,,4,3,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,Too distracted by the environment to be worried about the tea towel.,,3,2,1,2,1,2.0,1.0,1.0,1,1,4,,So into handler didnt notice half the distractions,,5,"Loads of whining, jumping up at handler and then gets bored and starts exploring",,None,4,3,5,,2,Very playful - didnt want to give the kong back as it would mark end of the play session. High energy. ,,7,1,,Very playful and excited. Not really for the dog per se but just in general. ,,1,1,4,3,1,1,1,4,1,3,4,No,,,,1,1,5,,2,,,4,3,2,3,1,No,,,5,Jumps up at handler,,3,More interested in handler dropping the bucket than the bucket itself,,,,,,,,,,
Harry,08-01-LH,1,Susan Turtle,LRxGR,M,H,IGDB,Rose,05/11/2018,21/08/2019,18/09/2019,29/11/2019,AD,30/04/2020 10:08:39,,2,4,1,,,2,handler walked towards dog and he then went to the handler,,2,2,2,2,,,4,,,3,,,1,3,,"handler stayed crouched down with dog, ",,1,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,,,,3,3,4,4,4,3.0,4.0,5.0,3,3,4,,,,4,"sat, went to nudge kong ",,Righ,4,1,1,,2,dog was on a loose lead,,5,2,,"didn't notice dog immediately as had gone off to have a sniff, once he notice he was gone after the dog",,1,4,3,2,1,1,1,1,1,2,2,No,,,,1,1,1,,2,,,2,4,2,1,1,No,,,3,,,4,,,,,,,,,,,
Harry,08-01-LH,2,Susan Turtle,LRxGR,M,H,IGDB,Rose,05/11/2018,21/08/2019,30/10/2019,29/11/2019,AD,30/04/2020 10:39:02,,1,5,1,,,1,,,2,2,2,3,,,2,,,4,handler asks dog twice very quickly together,,1,3,,,,1,3,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,,tea towel not folded over,,6,5,4,5,3,4.0,3.0,3.0,2,3,5,,,,4,sits,,Left,3,3,2,,2,,,4,1,,,,1,4,3,1,1,1,1,1,1,1,1,No,,,,1,1,1,,0,,,5,1,1,1,1,No,,,0,"calmly responds when handler returns, but wouldn't go to handler",,4,,,,,,,,,,,
Irrie,09-01-LI,1,Allyce,LRxGR,F,I,IGDB,Frances,28/06/2018,04/09/2019,02/10/2019,27/07/2020,GD,30/04/2020 11:51:30,,1,5,1,Whining - inaudible. Not sure if from this dog or from dog in crate (think the dog in crate). Frantic tail wagging.,,3,Was about to come back on first response but then continued exploring and didnt want to go back to the handler.,,3,1,1,3,Very scent distracted.,,2,Body shaking and edging forward. Seems quite activated - tail shaking. Panting and distracted. ,,1,Sat before she stood. Still very scent distracted and unsettled.,,1,1,,Fell off platform - did not count this as a failed attempt.,,4,2,No,No,,Needed help jumping up but I dont think this was due to any unwillingness. During check low tail carriage - even tucking slightly at times and a drop in rear posture at times too. ,,No,No,Yes,No,No,No,Yes,No,No,No,No,No,,Did look once on first attempt but wasnt too bothered about it. ,,6,4,3,2,3,3.0,2.0,3.0,3,4,6,,,,4,Excited and activated - regularly lift hind quarters off the floor and changing position. No terrible inappropriate behaviour shown and no jumping up. Didnt notice kong until shown by the handler as she was very distracted by the assessor that had passed with the teddy and/or food etc. ,,None,3,1,1,,2,,,5,1,,,,1,1,3,2,1,1,1,,,2,2,No,,"Difficult to tell with whining if it is coming from the dog in the crate, this dog or both dogs and as such difficult to ascertain whether the dog is attention seeking or not..",,1,2,3,,3,Reaction to petting ranged from a slight wagging of the tail to indifference as she did spend alot of time exploring and not wanting to go to the handler. ,,3,4,2,N,1,No,,Goes onto 2nd video. Difficult to know which dog whining was coming from. ,1,More interested in assessor with bucket. ,,4,,,,,,,,,,,
Irrie,09-01-LI,2,Allyce,LRxGR,F,I,IGDB,Frances,28/06/2018,04/09/2019,20/11/2019,27/07/2020,GD,30/04/2020 12:10:11,,2,5,1,High scent distraction. Body shaking.,,2,,,3,2,2,2,,,2,Quite distracted and unsettled.,,1,"Still quite distracted by environment - shifting position, and moving around and wanted to lie down at one point too",,1,1,,Very distracted by environment - quite activated and not wanting to listen to handler input even with loads of support. ,,4,3,No,No,,,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,Seems more inquisitive on first attempt but then loses interest and becomes indifferent thereafter.,,4,4,2,3,3,3.0,2.0,3.0,3,5,6,,,,4,briefly lifts hind quarters but good modulation,,Left,3,1,1,,2,,,7,2,,,,1,1,2,1,2,1,1,1,1,1,3,No,,Though she only exhibits a little bit of digging and sniffing (and pacing) from her body language I would say she isnt settle and is a little stressed.,,1,1,3,,1,,,3,3,3,1,1,No,,,1,,,3,More interested in the assessor as she was from the start of the test when he put the platform in for the stand. I dont think she was much phased by the bucket if at all,,,,,,,,,,
Judson,09-02-LJ,1,Allyce,LR,M,J,IGDB,Frances,07/03/2018,04/09/2019,02/10/2019,08/06/2020,GD,30/04/2020 13:01:25,,2,5,1,,,1,,,3,1,1,2,Loads of air-scenting.,,1,sat when asked to stand - handler continued testing the sit. Came back to stand where he kept sitting.,,2,sat when asked to stand - handler continued to test the sit. Lies down a few times without being asked - eventually handler leaves him to lay down. ,,4,3,,lay down during his sit.,,4,1,No,Yes,,Did better with second attempt but still stressed about it.,,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,3,3,3,5,3,3.0,2.0,3.0,4,4,6,,,,5,Doesnt jump up but barks and whines.,,None,3,3,1,,2,,,4,1,,,,1,2,3,,1,1,1,,1,1,2,No,,Not certain where whining is coming from. But dog is yawning indicating atleast mild stress,,1,1,3,,2,Sometimes indifferent,,5,1,1,5,3,No,,Certain that he is whining and barking here,3,Slightly indifferent at times. Second video starts here,,3,,,,,,,,,,,
Josie,09-03-LJ,1,Allyce,LR,F,J,Home Bred,Diana,03/07/2018,04/09/2019,02/10/2019,17/08/2020,GD,30/04/2020 13:24:14,,2,5,1,,,1,,,2,1,1,2,,,1,,,1,Kept lying down during the sit. Handler struggled to keep dog in a sit.,,3,3,,Lay down without being asked to.,,4,3,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,,,,1,3,4,1,3,2.0,2.0,1.0,1,1,6,,,,2,"At first seems partially interested but does turn attention away every now and then. Quickly loses interest, walks away/explores. Handler calls back and the dog gets more interested - higher activation and barking from excitement. ",,Righ,3,2,1,,2,Uses right paw at beginning but not for long. ,,4,1,,More explorative than interested,,1,1,2,5,1,2,4,3,4,3,4,No,,,,1,1,5,,3,,,5,1,3,1,5,No,,"Jumps out, over the gate.",3,,,3,slightly inquisitive at the bucket but no startle or real reaction,,,,,,,,,,
Hans,08-03-LH,1,Susan Turtle,LRxGR,M,H,IGDB,Graham,05/11/2018,21/08/2019,23/09/2019,12/02/2020,AD,30/04/2020 15:43:26,,2,5,1,,,1,,,2,4,2,3,,,2,,,3,handler sat on chair,,4,3,,handler sat on chair,,2,3,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,4,4,3,5,4,4.0,4.0,4.0,4,5,6,,,,2,sits calmly,,,2,3,1,,,can't see if dog uses paws as dog has their back to us. Dog initially stays near handler and then walks with kong. Handler walks dog back while dog has kong in the mouth,,6,0,,,,1,2,2,2,1,1,1,1,2,3,2,No,,,,1,1,4,,4,,,5,1,2,2,1,No,,,4,,,4,,,,,,,,,,,
Jira,08-11-LJ,1,Susan Turtle,LR,F,J,IGDB,Frances,07/03/2018,28/08/2019,23/09/2019,03/02/2020,GD,30/04/2020 16:10:18,,1,5,1,,,2,,,1,1,1,3,,,2,last stand dog went into a sit and then was advised to do a sit,,3,,,3,3,,,,2,3,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,had used a treat for dog coming to handler,,4,5,5,6,3,4.0,4.0,6.0,4,5,7,,,,2,sat,,None,2,1,,,2,,,3,0,,,,1,1,2,4,1,1,3,2,4,3,2,No,,,,1,1,3,,3,,,5,1,2,2,4,No,,,1,dog walks away from handler,,4,,,,,,,,,,,
Harmony,08-04-LH,1,Susan Turtle,LRxGR,F,H,IGDB,Diana,05/11/2019,21/08/2019,30/10/2019,29/11/2019,AD,30/04/2020 17:04:00,,3,3,2,,,,dog beside handler,,1,1,1,3,,,3,,,2,,,2,3,,,,4,3,No,No,,,,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,,,,2,3,3,5,4,3.0,3.0,5.0,3,3,4,,,,5,jumps at handler twice,,None,3,1,1,,2,dog on lead,,4,1,,,,1,3,3,1,1,1,1,1,1,2,2,No,,,,1,1,3,,3,,,3,3,1,1,1,No,,,0,,,4,,,,,,,,,,,
Jazzi,09-04-LJ,1,Allyce,LR,F,J,Home Bred,Rose/Diana,03/07/2018,04/09/2019,02/10/2019,27/07/2020,GD,30/04/2020 17:13:09,,2,5,1,,,1,,,2,1,1,2,,,1,Breaking with sits,,1,"Shifting weight, standing, moving position. I think very distracted by the dog in the crate who was barking very consistently throughout. ",,1,1,,,,4,3,No,No,,Slightly more reluctant when back paws are checked but co-operative the rest of the time. ,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,4,2,3,1,5,2.0,2.0,4.0,3,3,4,,,,5,"Edging forward, backing up and going side to side. Small jumps on all fours. Doesnt jump up at handler but still overly interested ",,Both,3,3,1,,2,,,2,3,,Explored for a long while before strolling up to dog and even then no real interest in the actual dog. When called back thought it was time to play and was jumping around ,,1,3,2,2,1,1,1,,1,1,2,No,,Does lie down toward the end,,1,1,4,,3,Not a proper isolation as the person filming was watching her with the camera. ,,5,1,2,3,1,No,,,3,,,3,,,,,,,,,,,
Harmony,08-04-LH,2,Susan Turtle,LRxGR,F,H,IGDB,Diana,05/11/2019,21/08/2019,30/10/2019,29/11/2019,AD,01/05/2020 09:56:52,,1,5,1,,,2,,,3,2,2,2,dog sniffed and walked,,4,,,4,,,1,3,,,,4,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,4,4,4,4,2,3.0,3.0,4.0,3,2,5,,,,5,"dog jump up on to get kong a few times, offers behaviours such as sits and downs  ",,None,3,1,1,,2,"handler steps away from the dog, but dog stays in the same place",,3,0,,handler told dog to wait,,1,4,2,1,1,1,1,1,1,1,1,No,,,,1,1,3,,3,,,3,2,2,1,1,No,,,4,,,5,,,,,,,,,,,
Josie,09-03-LJ,2,Allyce,LR,F,J,Home Bred,Diana,03/07/2018,04/09/2019,20/11/2019,17/08/2020,GD,01/05/2020 10:08:20,,1,5,1,,,1,,,1,1,1,2,Jumped on the examination table a few times but I think this is more because she felt it was what she was supposed to be doing.,,1,Perhaps unsure of what was wanted of her,,3,Broke stand with sit and handler continued on. Sit not requested.,,3,2,,"I think she was very distracted by the environment, the movement of the assessors and the dog in the crate barking. She appeared to settle well at one point and even dropped her side into a more settled position but this was short lived. ",,4,3,No,No,,Low tail  carriage ,,No,No,Yes,No,No,No,Yes,No,No,No,No,No,,First response - checked to see what was on back but then ignored it and carried on as per usual. Second response = no response,,1,2,2,4,1,3.0,2.0,3.0,2,3,4,,Car was not working/stable - scored on stable car.,,4,changing position - backing up etc. Lifting hindquarters very briefly. No truly inappropriate behaviour shown - good modulation,,None,3,2,1,,2,Dog kept on lead - I think she would have taken kong away from handler if she wasnt on lead. Has to follow handler with the kong when it is taken back for this reason too. ,,4,2,,Does come back on her own but then continues exploring ,,1,1,4,4,2,1,2,4,1,3,3,No,,,,1,1,4,,3,,,4,1,2,2,2,No,,,4,Rolls on back playfully,,3,Indifferent to noise - inquisitive of bucket,,,,,,,,,,
Jazzi,09-04-LJ,2,Allyce,LR,F,J,Home Bred,Rose/Diana,03/07/2018,04/09/2019,20/11/2019,27/07/2020,GD,01/05/2020 10:35:31,,2,5,1,,,2,,,3,2,2,2,Very mild tension if any. At times the dog does walk out ahead of the handler but more consistently walks beside handler.  Quite scent distracted.,,4,Maintained even when slightly distracted,,4,,,4,4,,,,3,4,No,No,,,,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,Second Response - Very briefly turned head at beginning but I think more direction based as she wanted to be looking at something past the gate,,3,4,3,1,3,4.0,2.0,4.0,3,3,6,,Car not working - scored on stationary car. ,,2,Does lift hind quarters briefly when handler began talking. Definitely very engaged with the kong but keeps sitting.,,Left,3,2,2,,2,Dog kept on lead - otherwise may have wondered off with the kong as she does pick the kong up and begin walking away. Also for this reason dog has to follow handler to take the kong back. ,,2,0,,No interest in the dog at all,,1,2,2,2,1,1,1,2,1,2,2,No,,,,1,1,3,,3,Tail wagging but more interested in exploring the environment,,5,1,2,4,1,No,,,3,Happy to see handler but loses interest quickly and explores,,3,,,,,,,,,,,
Jira,08-11-LJ,2,Susan Turtle,LR,F,J,IGDB,Frances,07/03/2018,28/08/2019,06/11/2019,03/02/2020,GD,01/05/2020 10:43:50,,,,,handler didn't stay in or near one spot and walked around continuously with the dog following.,,,"dog not called back, handler was speaking to another dog",,2,2,1,3,,,2,dog was off lead,,3,dog went into adown from sit without being asked ,,4,4,,,,4,3,No,No,,,,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,,"dog removes towel before moving, towel not folded over",,1,4,5,6,6,4.0,3.0,5.0,3,5,5,,,,2,dog sits,,None,3,3,1,,2,kong not placed on  ground but given to dog,,3,0,,handler had put dog into a sit as dog distraction dog had come out.,,1,3,3,2,1,1,3,2,1,2,2,No,,,,2,1,4,,4,,,5,1,1,2,4,No,,,3,,,4,,,,,,,,,,,
Hollie,10-02-LH,1,Allyce,LRxGR,F,H,IGDB,GM,11/05/2018,02/10/2019,24/10/2019,26/11/2019,W,01/05/2020 14:11:35,,3,5,1,,,1,,,1,2,2,2,Walks mostly next to handler - at times walks ahead.,,3,Broke stand due to whining dog in the crate - distraction. For the most part did excellently,,4,,,3,4,,Did very well - only broke once. Was left in down for a long time because the monitor was going hay-wire so she might have been getting bored. When she was down she was nicely settled.,,1,2,No,No,,Not happy with check on hind quarters and lay down here,,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,,Slight drop in tail carriage. With the first response handler gives treats and I think she was indifferent to it then as she was anticipating another reward from handler,,2,2,4,4,2,2.0,4.0,4.0,3,3,4,,,,5,Very enthralled and jumps out at handler twice,,Righ,3,1,1,,2,,,7,2,,Looked like she was going to make contact with the handler the first time but then changes her mind and carries on playing - came on second call.,,,,,,,,,,,,,,,Dog refused to enter the crate,,1,3,3,,3,dog on lead therefore I have marked as being held the whole time. ,,5,1,2,2,4,No,,,3,Frantic tail wagging but calm approach,,6,Ran towards can strongly and immediately - not sure if for can or assessor - didnt take notice of can on second loop. ,,,,,,,,,,
Fergus,10-01-LF,1,Susan Turtle,LR,M,F,IGDB,GM,16/03/2018,02/10/2019,24/10/2019,28/01/2020,AD,01/05/2020 14:18:27,,2,4,2,,,1,,,1,1,1,3,,,3,,,2,dog slid down on the floor twice,,4,4,,,,2,3,No,No,,,,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,3,3,3,4,3,3.0,3.0,4.0,3,3,4,,,,2,"sits, then gives a nudge to the handler",,Righ,3,1,2,,2,,,4,1,,handler walks towards the dog crate and calls the dog at the same time,,1,4,3,1,1,1,1,1,1,1,2,No,,,,1,1,3,,3,,,4,2,2,2,1,No,,,3,,,4,,,,,,,,,,,
Jane,10-04-LJ,1,Allyce,LR,F,J,IGDB,GM,03/07/2018,02/10/2019,24/10/2019,14/02/2020,AD,01/05/2020 14:30:40,,2,5,1,Body shakes (body sensitivity?) ,,1,,,2,1,1,3,,,1,Constantly moving and changing position and breaking stand (sitting).,,3,Jumps at handler when assessor and handler begin laughing. Handler remarks on dog passing gas (stress?).,,3,4,,Handler remains in crouched position next to the dog. Lay down on second attempt but there might have been some confusion. ,,4,4,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,3,2,3,5,2,2.0,2.0,3.0,2,2,4,,,,2,Dog on lead. Anxious behaviour - lip smacking and moving head closer>> maintains sit nicely though,,Left,3,1,1,,3,Dog on lead so cannot take the kong anywhere but seemed to be very content with staying close and probably wouldnt have moved away anyway. A very short-lived favour of the left paw in the very beginning and then no use of any paws. ,,3,0,,Doesnt leave handlers side - definite mild interest though,,1,2,3,3,1,1,1,3,1,2,2,No,,,,1,1,2,,3,,,4,3,2,1,1,No,,,1,,,4,Very minor change in body language - extremely quick recovery,,,,,,,,,,
Hayley,08-12-LH,1,Susan Turtle,,F,H,IGDB,Frances,11/05/2018,28/08/2019,23/09/2019,04/12/2019,W,01/05/2020 14:49:21,,2,4,1,dog out of view of camera at times due to the angle of the camera,,1,,,3,4,4,1,,,1,,,2,,,3,2,,,,,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,4,3,3,4,3,3.0,3.0,4.0,3,3,4,,,,5,jumps at handler twice,,Left,3,1,1,,2,,,6,3,,"dog ran around, gave a few excitable bark. dog distraction took a while to get into crate",,4,,,,,,,,,,,,,,,1,1,3,,3,,,4,1,3,1,4,No,,,3,,,4,,,,,,,,,,,
Jane,10-04-LJ,2,Allyce,LR,F,J,IGDB,GM,03/07/2018,02/10/2019,08/01/2020,14/02/2020,AD,01/05/2020 14:54:14,,2,5,2,Handler follows dog around more than dog follows handler around.,,1,,,1,1,1,2,,,2,When handler starts speaking dog gets bored.,,4,,,4,4,,,,4,3,No,No,,Not a full body check carried out - only head and fore-paws,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,Sits on first response and doesnt seem phased however on second response she is hesitant to come too close to handler - even still she seems quite indifferent while cloth is on her back,,3,3,4,5,2,2.0,1.0,3.0,2,3,5,,Car wasnt working - scored on the stationary car.,,2,Handler holds the kong directly infront on the dogs face rather than at chest height. For this reason the dog actually behaved amazingly seeing as she only lifted her hind-quarters briefly once. Dog on lead,,Righ,4,1,1,,3,Dog on lead but I dont think she would have gone far off from the handler anyways as the handler occasionally drops the lead giving ample opportunity for the dog to move and she doesnt. Dog drops the kong of own accord when asked.,,0,0,,Delay in taking off the dogs lead which may have inhibited dogs natural initial reaction. Dog looks to handler for reward / praise / support. ,,2,2,3,1,1,1,1,,1,1,2,No,,Dont know if whine is from this dog or the one for distraction. Stayed standing the entire time - didnt move much but was looking at handler alot ,,1,1,3,,3,Slighly excited for a short time but quickly loses interest and explores.,,5,2,2,N,1,No,,Not sure where the whining is coming from,3,Wagging tail - calm approach. Loses interest quickly,,3,,,,,,,,,,,
Hayley,08-12-LH,2,Susan Turtle,,F,H,IGDB,Frances,11/05/2018,28/08/2019,06/11/2019,04/12/2019,W,01/05/2020 15:47:30,,2,4,1,,,1,,,2,1,1,2,block lead used,,2,,,4,,,3,3,,,,3,3,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,,,,2,4,4,3,3,3.0,4.0,3.0,2,2,5,,,,5,dog jumps twice at handler,,None,3,1,2,,2,handler steps away from dog but dog stays in the same spot,,6,2,,handler walked towards the crate before he called the dog,,2,3,2,2,1,1,1,2,1,2,2,No,,,,2,1,3,,4,,,5,1,2,4,2,No,,,4,,,4,,,,,,,,,,,
Idris,10-14-LI,1,Susan Turtle,LRxGR,M,I,IGDB,Mags,28/06/2018,17/10/2019,06/11/2019,12/02/2020,W,01/05/2020 22:05:41,,2,3,2,,,1,,,1,1,1,2,,,2,,,2,,,4,3,,,,4,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,,,,3,4,4,4,3,3.0,3.0,4.0,3,3,5,,,,4,sits and then goes down ,,Left,3,3,1,,2,"I couldn't see the paw lateralisation, but could hear assessor and handler day Left",,4,,,handler walked over to crate and dog came over to there,,1,2,4,1,1,2,1,1,1,2,2,No,,,,1,1,3,,3,,,5,1,4,1,1,No,,,4,dog had jumped out,,4,,,,,,,,,,,
Idris,10-14-LI,2,Susan Turtle,LRxGR,M,I,IGDB,Mags,28/06/2018,17/10/2019,09/01/2020,12/02/2020,W,01/05/2020 22:32:24,,1,5,1,,,2,,,2,1,1,2,,,3,handler consistently petted the dog,,2,handler sat in front of the dog consistently petting and using treats,,4,3,,handler consistently petting the dog,,2,3,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,towel  [laced but not folded over,,4,4,4,5,2,3.0,3.0,3.0,2,3,5,,,,2,sat and then went into a down,,Left,3,1,1,,2,couldn't see gpaw lateralisation due to position of dog,,4,0,,,,1,3,3,1,1,1,1,1,1,2,2,No,,,,1,1,3,,3,,,3,3,2,1,1,No,,,3,jumped out initially,,4,,,,,,,,,,,
