Name,Code,Data Collection Number,Assessor,Breed,Sex,Litter,Source,PR Sup,DOB,DOA,Data Collection Date,End Date,Status,Timestamp,Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Call Back-Start Time (MM:SS) ,Call Back-Response,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Standing-Start Time (MM:SS) ,Standing-Attempts ,Standing-Response,Sitting-Start Time (MM:SS) ,Sitting-Attempts,Sitting-Response,Lying-Start Time (MM:SS) ,Lying-Attempts,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Body check-Start Time (MM:SS),Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea towel-Second Response [Indifferent],Tea towel-Second Response [Turns head],Tea towel-Second Response [Attempts to/Removes towel by moving],Tea towel-Second Response [Attempts to/Removes towel with mouth],Tea towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Distractions-Start Time (MM:SS),Distractions-First Response [Object],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Object],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Finish Time (MM:SS) ,Kong-Concentration-Start Time (MM:SS) ,Kong-Concentration-Response ,Kong-Retrieve-Start Time (MM:SS) ,Kong-Retrieve-Lateralisation,Kong-Retrieve-Response to stimulus,Kong-Retrieve-Response to assessor,Kong-Retrieve-Back,Kong-Retrieve-Finish Time (MM:SS),Dog-Start Time (MM:SS) ,Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Relaxing],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Attention Seeking],Crate-Behaviours [Digging],Crate-Behaviours [Licking/Mouthing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Response,Crate-Urinating,Crate-Finish Time (MM:SS),Petting-Start Time (MM:SS),Petting-Stimulus,Petting-Holding dog,Petting-Finish Time (MM:SS),Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Locomotion],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Noise-Time (MM:SS),Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Data Collection Date,Data Collection Number,Short Barks Count,Continuous Barks Duration,Continuous Barks Count,Whines Duration,Whines Count,Shakes Count,Jumps Count
Gretel,07-14-LG,1,Hazel,LRxGR,F,G,IGDB,Catherine,15/04/2018,21/07/2019,21/08/2019,29/11/2019,AD,1/28/2020 11:40:19,4,1,1:07,1,1:14,2,2,1,2,2:15,1,4,3:09,2,3,4:00,2,3,3,5:06,5:58,3,No,No,6:18,6:31,Yes,Yes,No,No,No,No,Yes,No,Yes,No,7:03,7:35,5,3,4,5,2,3,2,5,3,3,8:12,8:32,4,9:04,None,3,2,2,9:26,9:46,4,1,10:00,10:19,1,1,1,3,3,2,1,3,2,No,11:26,11:28,1,Never,11:31,11:58,3,2,2,1,1,No,12:55,13:27,8:59; 12:14; 12:15; 12:16; 11:21; 12:37,5:41; 6:51; 9:59,,na,,11:05-11:14; 11:16-11:19,,,,,21/08/2019,1,,12.0,2.0,,,3.0,6.0
Junior,10-11-LJ,1,Con,LR,M,J,IGDB,Rose,03/07/2018,07/10/2019,06/11/2019,27/07/2020,GD,1/29/2020 11:03:46,4,1,01:13,1,01:16,2,1,1,2,02:19,1,4,03:15,2,3,04:20,3,2,3,05:10,05:18,3,No,No,05:47,06:00,Yes,Yes,No,No,No,Yes,No,No,No,No,06:30,06:57,2,2,2,5,1,2,2,2,2,3,07:28,07:46,3,08:11,,1,1,1,08:31,08:49,4,0,09:29,09:53,1,3,2,1,1,1,1,1,1,No,11:05,11:15,3,Never,11:28,11:44,4,2,2,1,1,No,13:03,13:35,00:21; 11:23-11:25,00:25; 11:12; 11:24,,na,,,,,,,06/11/2019,1,,,,,,3.0,2.0
Kelvin,10-13-LK,1,Con,LRxGR,M,K,IGDB,Rose,02/08/2018,07/10/2019,01/11/2019,22/06/2020,GD,1/29/2020 11:31:51,4,1,01:09,1,01:11,2,2,2,2,02:43,1,4,03:36,2,3,04:51,2,3,2,05:48,06:01,3,No,No,06:25,06:49,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,07:30,08:13,6,3,4,2,5,3,2,1,3,3,09:00,09:27,3,10:10,Left,3,1,2,10:34,10:56,5,1,11:30,11:37,1,1,2,4,1,1,2,4,3,No,12:48,12:57,3,Never,13:11,13:20,4,1,3,2,4,No,14:32,15:19,,,,08:30,12:10; 13:33; 13:54,12:16-12:36; 13:44-13:49; 14:02-14:08; 14:15; 14:21; 14:25,,,,,01/11/2019,1,3.0,34.0,6.0,1.0,1.0,,
Meeko,11-02-IM,2,Con,LRx,M,M,IGDB,DSM,25/08/2018,04/11/2019,16/01/2020,29/05/2020,W,1/29/2020 16:59:34,4,1,01:17,1,01:26,2,2,2,3,04:06,2,3,03:00,3,2,04:40,2,3,2,05:45,06:20,3,No,No,07:04,07:16,Yes,Yes,No,No,No,Yes,Yes,No,No,No,08:03,08:35,2,3,2,4,3,3,2,2,2,3,09:10,09:28,3,10:08,Both,3,1,2,10:33,11:00,2,3,11:22,12:07,1,4,2,1,1,1,1,1,1,No,13:12,13:21,1,Never,13:40,13:49,3,3,1,1,1,No,15:24,15:57,,00:17; 00:33; 00:55; 01:57; 04:10; 07:08; 13:43,,na,,,,,,,16/01/2020,2,,,,,,7.0,
Kain,11-11-IK,1,Con,LRxGR,M,K,IGDB,Mags,02/08/2019,12/11/2019,18/12/2019,15/07/2020,AD,1/29/2020 17:29:51,4,1,01:06,1,01:12,2,2,2,2,02:00,1,4,03:02,2,3,04:06,1,4,4,05:08,05:20,3,No,No,06:00,06:20,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,06:38,07:17,6,1,2,4,1,3,2,4,3,3,08:42,09:08,4,09:41,Both,3,1,2,10:02,10:29,4,0,10:54,11:07,1,3,1,3,1,1,3,1,2,No,12:15,12:22,1,Never,12:41,12:54,4,1,1,2,3,No,14:37,15:24,,00:03; 00:38; 12:03,,11:53; 11:46; 13:55,14:19; 14:27,14:05-14:11,,,,,18/12/2019,1,2.0,6.0,1.0,3.0,3.0,3.0,
Kacie,10-31-LK,1,Hazel,LRxGR,F,K,IGDB,GM,02/08/2018,24/10/2019,14/11/2019,08/06/2020,AD,1/29/2020 18:32:38,4,1,1:06,1,1:14,2,1,1,2, 2:33,2,3,3:34,1,4,4:10,1,4,3,5:19,5:34,4,No,No,5:57,6:07,No,Yes,No,Yes,No,No,Yes,No,Yes,No,6:22,7:16,3,3,2,2,4,5,3,2,3,3,7:41,8:19,4,8:52,None,3,2,2,9:20,9:41,3,0,10:13,10:27,1,2,2,3,1,1,1,3,2,No,11:42,11:45,1,Never,11:52,12:01,4,1,1,1,3,No,12:55,13:26,8:16,06:20,4:06; 4:26,08:24-08:26; 08:33; 08:38-08:40,10:42; 10:44; 10:46; 10:51,12:18-12:20; 12:24-12:26; 12:33-12:34; 12:38-12:40; 12:42-12:44; 12:47-12:50,,,,,14/11/2019,1,4.0,12.0,6.0,5.0,3.0,1.0,1.0
Meeko,11-02-IM,2,Con,LRx,M,M,IGDB,DSM,25/08/2018,04/11/2019,16/01/2020,29/05/2020,W,1/30/2020 11:23:33,4,1,01:17,1,01:25,2,1,1,2,04:01,1,4,03:00,3,2,04:40,3,2,2,05:48,06:20,3,No,No,07:01,07:16,Yes,Yes,No,No,No,Yes,No,No,No,No,08:02,08:35,2,2,2,4,2,3,2,2,2,3,09:10,09:28,3,10:07,Both,3,1,2,10:32,10:58,2,2,11:26,12:07,1,4,1,1,1,1,1,1,1,No,13:10,13:20,2,,13:39,13:50,3,3,1,1,1,No,15:25,15:57,,00:15; 00:55; 01:57; 04:07; 07:09; 13:44,na,,,,,,,,16/01/2020,2,,,,,,6.0,
Joy,10-12-LJ,2,Con,LR,F,J,IGDB,Rose,03/07/2018,07/10/2019,18/12/2019,08/06/2020,GD,1/30/2020 17:13:10,4,1,01:05,1,01:09,1,2,2,2,02:34,1,4,03:56,2,3,05:15,1,4,3,06:07,06:15,2,No,No,06:42,07:16,Yes,No,No,No,No,Yes,No,No,No,No,07:50,08:29,3,3,3,1,1,3,3,5,2,2,09:11,09:31,3,10:07,None,3,2,2,10:36,11:11,6,2,11:36,11:53,1,2,1,3,1,1,3,3,3,No,12:57,13:04,3,Never,13:24,13:37,4,1,3,2,2,No,14:53,15:25,,01:26; 06:59; 08:00,na,12:44; 14:32,12:46; 12:49; 14:43,,,,,,18/12/2019,2,3.0,,,2.0,2.0,3.0,
Harry,08-01-LH,1,Hazel,LRxGR,M,H,IGDB,Rose,05/11/2018,21/08/2019,18/09/2019,29/11/2019,AD,2/3/2020 18:55:33,3,2,1:05,1,1:14,1,1,1,2,2:15,1,4,2:54,2,3,3:57,2,3,3,4:58,5:41,3,No,No,5:58,6:08,Yes,Yes,No,No,No,Yes,Yes,No,No,No,6:44,7:18,2,2,3,4,4,2,2,4,2,3,7:55,8:10,3,8:52,Righ,3,1,2,9:23,9:46,5,2,10:02,10:15,1,3,2,1,1,2,1,1,1,No,11:23,11:25,1,Never,11:33,11:40,2,3,1,1,1,No,12:35,13:03,,00:32,na,na,,,,,,02:45,18/09/2019,1,,,,,,1.0,
Harvey,08-02-LH,1,Hazel,LRxGR,M,H,IGDB,Rose,05/11/2018,21/08/2019,18/09/2019,28/01/2020,AD,2/3/2020 19:11:58,4,1,1:01,1,1:07,1,2,1,2,1:55,1,4,2:52,1,3,3:26,1,4,3,4:09,4:58,3,No,No,5:15,5:29,Yes,Yes,No,No,No,Yes,No,No,No,No,6:00,6:33,3,3,3,4,2,2,2,4,3,3,6:59,7:13,3,7:48,Righ,3,1,2,8:10,8:33,5,2,8:47,8:53,1,4,2,1,1,2,1,1,1,No,10:00,10:02,2,Never,10:09,10:16,3,3,1,1,1,No,11:14,11:38,,01:19,na,na,,,,,,,18/09/2019,1,,,,,,1.0,
Harmony,08-04-LH,1,Hazel,LRxGR,F,H,IGDB,Diana,05/11/2019,21/08/2019,18/09/2019,29/11/2019,AD,2/3/2020 19:23:53,3,2,0:59,,1:02,1,1,1,3,1:49  ,1,4,2:45,1,4,3:35,2,3,3,4:58,5:06,4,No,No,5:25,5:36,Yes,No,No,No,No,Yes,Yes,No,No,No,6:01,6:46,1,2,2,4,3,2,2,4,2,2,7:11,7:26,4,7:59,None,3,1,2,8:34,8:50,4,0,9:11,9:17,1,4,2,1,1,1,1,1,1,No,10:18,10:20,1,Never,19:26,10:33,3,2,1,1,1,No,11:34,12:02,7:23; 7:24; 7:45; 7:54,,na,na,,,,,,,18/09/2019,1,,,,,,,4.0
Katie,11-21-IK,1,Hazel,LRxGR,F,K,IGDB,Mags,02/08/2018,19/11/2019,12/12/2019,08/06/2020,AD,2/3/2020 19:40:03,4,1,00:40,1,00:45,1,2,2,1,1:32,2,3,2:26,2,3,2:55,1,4,2,3:17,3:38,3,No,No,3:56,4:08,No,Yes,No,Yes,No,Yes,No,No,No,No,4:27,5:10,3,3,2,4,2,3,2,4,3,4,5:29,5:43,4,6:18,,3,2,2,6:33,6:57,4,1,7:16,7:32,1,2,2,3,1,1,2,1,2,No,08:26,08:32,1,Never,8:33,12:46,3,2,1,2,1,No,13:45,14:06,5:51; 13:17,00:38; 01:02; 04:00; 04:16,na,06:15-06:18; 07:51-07:55; 07:58-08:00; 10:30; 10:35,6:14,,,,,,12/12/2019,1,1.0,,,11.0,5.0,4.0,2.0
Tosh,11-23-IT,1,Hazel,GR,M,T,GDUK,Mags,25/09/2018,19/11/2019,12/12/2019,20/01/2020,W,2/3/2020 19:53:01,3,2,0:53,,0:56,2,2,1,3,2:21,1,4,3:16,2,3,4:46,1,4,3,5:55,6:10,3,No,No,6:29,6:41,Yes,No,No,No,No,Yes,No,No,No,No,7:05,7:34,2,2,2,2,2,2,2,2,1,1,7:57,8:25,3,8:53,Left,3,1,2,9:05,9:25,3,0,10:00,10:26,2,1,3,1,1,2,1,1,1,No,11:39,11:41,1,Sometimes,11:47,11:57,2,3,1,1,1,No,13:43,14:17,,01:10; 11:48,na,na,,,,,,,12/12/2019,1,,,,,,2.0,
Jessie,11-25-IJ,1,Hazel,LRxGR,F,J,IGDB,Graham,03/07/2018,20/11/2019,13/12/2019,31/07/2020,GD,2/3/2020 20:20:30,3,2,0:50,1,0:57,1,1,1,2,1:56,5,1,2:51,5,1,3:49,3,2,2,5:10,5:25,3,No,No,5:59,6:18,Yes,Yes,No,No,No,Yes,No,No,No,No,6:51,7:25,1,3,2,3,1,2,2,2,2,2,7:53,8:12,3,8:50,,3,2,2,9:23,9:38,5,1,10:15,10:36,1,1,2,3,1,2,2,1,3,No,11:37,11:55,1,Never,11:56,12:27,3,3,1,1,1,No,13:46,14:36,,,na,11:10; 11:20-11:25,,,,13:23-13:26,,04:04,13/12/2019,1,,,,6.0,2.0,,
Katie,11-21-IK,2,Hazel,LRxGR,F,K,IGDB,Mags,02/08/2018,19/11/2019,28/01/2020,08/06/2020,AD,2/3/2020 20:35:35,4,1,1:24,1,1:33,1,2,1,1,2:35,2,3,3:29,3,3,4:21,1,4,3, 5:17,5:31,1,No,No,6:05,6:48,Yes,No,No,No,No,Yes,No,No,No,No,7:20,7:53,4,3,3,5,3,3,2,5,4,4,8:39,9:23,4,9:38,,3,2,3,10:00,10:25,6,1,10:56,11:21,1,2,1,3,1,1,3,1,2,No,12:14,12:29,1,Sometimes,12:40,13:16,3,3,1,1,1,No,14:29,15:05,1:12; 9:19; 13:53,01:17; 02:02; 06:33,na,11:36; 11:51-11:52; 12:03,,,,,,,28/01/2020,2,,,,3.0,3.0,3.0,3.0
Tosh,11-23-IT,2,Hazel,GR,M,T,GDUK,Mags,25/09/2018,19/11/2019,28/01/2020,20/01/2020,W,2/3/2020 20:46:43,4,1,1:53,1,2:01,1,1,1,2,3:11,1,4,4:06,1,4,4:54,1,4,3,5:58,6:06,4,No,No,6:38,6:53,Yes,Yes,No,No,No,Yes,No,No,No,No,7:30,7:23,4,3,3,4,2,3,1,3,1,1,9:02,9:30,3, 9:46,Left,3,2,2,10:08,10:31,5,2,11:00,11:14,1,2,2,1,1,1,1,1,2,No,11:58,12:05,1,Never,12:22,12:44,1,4,1,1,1,No,12:48,14:31,,00:51; 12:29,na,na,,,,,,,28/01/2020,2,,,,,,2.0,
Kacie,10-31-LK,2,Hazel,LRxGR,F,K,IGDB,GM,02/08/2018,24/10/2019,09/01/2020,08/06/2020,AD,2/3/2020 20:59:17,3,2,0:51,,0:56,1,2,1,2,2:02,2,3,2:51,1,4,3:53,1,4,3,5:00,5:12,3,No,No,5:36,5:48,No,Yes,No,Yes,No,Yes,No,No,No,No,6:26,7:03,2,4,2,4,1,3,1,2,2,3,7:34,7:50,3,8:24,None,3,1,2,8:42,9:13,4,1,9:36,9:48,1,2,2,1,1,2,1,1,1,No,10:57,11:05,1,Never,11:08,11:29,4,1,1,1,1,No,12:15,13:15,5:44,00:40; 05:59,na,na,,,,,00:47,,09/01/2020,2,,,,,,2.0,1.0
Effie,07-13-LE,1,Hazel,LRxGR,F,E,IGDB,Graham,12/03/2018,30/07/2019,21/08/2019,03/02/2020,GD,2/4/2020 15:26:48,3,3,1:07,1,1:12,1,1,1,2,2:57,6,1,5:34,1,3,6:13,3,2,2,7:50,7:57,4,No,No,8:23,8:35,No,Yes,No,No,No,No,Yes,No,Yes,Yes,8:56,9:41,1,3,3,4,1,2,3,3,2,2,10:06,10:24,3,10:59,Left,3,1,1,11:22,`11:35,5,0,11:58,12:23,1,1,2,4,1,1,1,3,2,No,13:25,13:27,2,Never,13:35,13:48,3,2,1,1,2,No,14:56,15:33,2:52; 15:01,01:28; 08:30,na,na,12:56; 14:08; 14:12; 14:14; 14:16,12:59-13:04; 13:07-13:08; 13:14-13:17; 14:01-14:02,,,05:51-05:54,,21/08/2019,1,5.0,10.0,4.0,,,2.0,2.0
Idris,10-14-LI,1,Hazel,LRxGR,M,I,IGDB,Mags,28/06/2018,17/10/2019,06/11/2019,12/02/2020,W,2/4/2020 15:42:55,2,3,1:09,1,1:17,1,1,1,2,2:07,2,3,3:07,4,2,4:07,1,4,3,4:49,4:54,3,No,No,5:40 ,5:55,No,Yes,No,Yes,No,Yes,No,No,No,No,6:27,6:54,2,3,3,4,2,1,2,3,2,2,7:29,7:45,3,8:35,,3,2,2,9:07,9:28,6,0,10:04,10:15,1,2,3,1,1,2,1,1,1,No,11:28,11:32,2,Never,11:49,12:01,4,1,1,1,1,No,12:44,13:42,11:58; 11:59; 12:34; 13:14,01:21,na,na,,,,,,,06/11/2019,1,,,,,,1.0,4.0
Irrie,09-01-LI,1,Hazel,LRxGR,F,I,IGDB,Frances,28/06/2018,04/09/2019,02/10/2019,27/07/2020,GD,2/4/2020 17:32:20,4,1,1:02,3,1:53,2,2,2,2,5:43,1,4,3:13,5,1,4:28,3,2,3,6:44,6:58,4,No,No,7:45,8:01,Yes,No,No,No,No,Yes,No,No,No,No,8:34,9:38,6,4,3,2,2,3,2,4,3,3,10:23,10:59,3,11:56,None,3,1,2,10:52,13:15,6,0,13:50,14:06,1,2,2,1,2,2,1,1,1,No,15:48,16:01,2,Never,16:58,17:13,2,3,1,1,1,No, 0:50,1:46,,01:15; 05:56; 06:39; 10:14; 15:53,na,na,,,,,,03:55; 05:37; 15:03,02/10/2019,1,,,,,,5.0,
Judson,09-02-LJ,1,Hazel,LR,M,J,IGDB,Frances,07/03/2018,04/09/2019,02/10/2019,08/06/2020,GD,2/4/2020 17:51:10,4,1,1:20,1,1:33,2,2,1,2,4:54,4,2,3:05,3,2,4:01,1,4,3,6:39,6:54,2,No,Yes,8:00, 8:17,Yes,Yes,No,No,No,Yes,No,No,No,No,9:04,9:43,2,3,2,5,3,3,2,4,3,3,10:14,10:32,3,11:20,None,3,2,2,12:12,12:40,5,0,13:10,13:20,1,2,3,1,1,1,1,1,1,No,14:50,14:53,2,Never,15:32,15:43,4,1,1,1,3,No,17:29,0:44,,01:33; 08:07; 08:26; 14:55; 15:09,na,na,10:52; 16:14; 16:56; 16:58; 17:07; 17:12; 17:24; 17:26,,,,,9:21,02/10/2019,1,8.0,,,,,5.0,
Josie,09-03-LJ,1,Hazel,LR,F,J,Home Bred,Diana,03/07/2018,04/09/2019,02/10/2019,17/08/2020,GD,2/4/2020 18:14:23,4,1,1:37,1,1:47,1,1,1,2,3:14,9,1,6:28,6,1,5:06,2,3,3,7:42,7:48,4,No,No,8:25,8:42,No,Yes,No,Yes,No,No,No,Yes,No,No,9:10,9:51,1,3,3,1,2,2,2,1,2,2,10:17,10:43,3,11:33,None,3,2,2,12:09,12:40,5,1,13:02,13:10,1,1,2,3,1,2,1,3,3,No,14:51,15:00,3,Never,15:51,16:02,4,1,2,1,3,No,17:33,0:28,2:24; 16:00; 16:08; 16:43,01:16; 02:34; 09:05; 14:59; 15:53,na,na,11:13; 11:15; 13:52; 13:54; 13:56; 14:10,13:58-14:02; 14:03-14:09; 14:12-14:15; 14:31-14:40; 16:41-16:42; 16:46-16:48; 16:50-16:56; 16:54- 17:00; 17:16-17:24; 17:27-17:31,,,,03:18; 05:14; 06:15,02/10/2019,1,6.0,49.0,10.0,,,5.0,4.0
Jazzi,09-04-LJ,1,Hazel,LR,F,J,Home Bred,Rose/Diana,03/07/2018,04/09/2019,02/10/2019,27/07/2020,GD,2/4/2020 18:30:25,4,1,1:10,1,1:21,1,1,1,2,2:09 ,6,1,2:50 ,4,2,3:51,4,2,2,5:10,5:16,4,No,No, 5:48,6:12,Yes,No,No,No,No,Yes,No,No,No,No,7:08,7:34,4,2,3,1,5,3,2,4,3,3,8:06,8:23,3,9:16,Righ,3,2,2,9:48,10:15,4,1,10:51,11:02,1,4,1,1,1,1,1,1,1,No,0:41,0:46,3,Never,11:18,11:34,4,1,1,1,1,No,2:55,3:24,1:42,0:29; 6:03,na,na,9:02,,,,,,02/10/2019,1,1.0,,,,,2.0,1.0
Joy,10-12-LJ,1,Con,LR,F,J,IGDB,Rose,03/07/2018,07/10/2019,01/11/2019,08/06/2020,GD,2/5/2020 13:07:44,4,1,01:02,1,01:08,2,1,1,2,02:40,2,3,03:44,2,3,04:30,2,3,2,05:23,05:31,4,No,Yes,05:56,06:13,Yes,Yes,No,No,No,Yes,Yes,No,No,No,06:50,07:22,2,2,3,5,1,1,1,3,2,3,07:53,08:07,3,09:36,,3,1,1,10:05,10:22,5,1,10:46,11:01,1,1,1,4,1,1,2,4,4,No,12:14,12:18,1,Never,12:35,12:43,4,1,3,1,1,No,14:10,14:56,na,00:30; 13:35,na,11:51; 13;36,03:14; 08:33,08:51-09:34; 11:16-12:07,na,na,na,na,01/11/2019,1,2.0,94.0,2.0,3.0,3.0,2.0,
Illana,11-27-II,1,Con,LRx,F,I,IGDB,DSM,28/06/2018,18/11/2019,18/12/2019,15/07/2020,AD,2/5/2020 13:35:28,4,1,01:00,1,01:11,2,1,1,2,02:04,2,3,02:56,5,1,04:35,4,1,1,05:45,05:54,3,No,No,06:35,06:47,Yes,Yes,No,No,No,Yes,No,No,No,No,07:16,07:57,6,3,3,4,6,1,1,4,2,3,09:21,09:50,3,10:19,,3,1,2,10:31,11:28,4,2,11:47,12:01,1,3,2,1,2,1,1,1,1,No,13:26,13:39,1,Never,14:04,14:21,4,3,2,1,1,No,15:25,,na,00:56; 13:38,na,na,na,na,na,na,na,na,18/12/2019,1,,,,,,2.0,
Kelvin,10-13-LK,2,Con,LRxGR,M,K,IGDB,Rose,02/08/2018,07/10/2019,09/01/2020,22/06/2020,GD,2/5/2020 13:58:34,4,1,01:36,1,01:42,1,1,1,1,02:26,1,4,03:16,2,3,04:39,1,4,3,05:40,05:48,3,No,No,06:26,06:51,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,07:02,07:56,3,3,3,4,2,2,2,1,2,3,08:35,09:03,4,09:33,Righ,3,2,2,09:57,10:26,5,1,10:48,11:04,1,1,1,4,2,1,2,4,4,No,12:11,12:17,3,Never,12:32,12:41,4,1,2,2,3,No,12:35,14:15,01:25; 06:47; 09:01; 09:11; 13:47,01:04,na,11:58; 12;58,11:29; 13:29,11:34-11:45; 11:47-12:08; 13:18-13:22,na,na,na,na,09/01/2020,2,2.0,36.0,3.0,3.0,3.0,1.0,5.0
Milo,12-03-LM,1,Con,LR,M,M,IGDB,Rose,25/08/2018,09/12/2019,09/01/2020,,AD,2/5/2020 14:30:47,3,3,01:23,1,01:26,1,1,1,3,02:26,2,3,03:30,4,1,04:50,1,4,3,05:39,05:50,3,No,No,06:12,06:31,Yes,No,No,No,No,Yes,Yes,No,No,No,07:13,08:04,3,3,3,4,1,2,2,1,2,3,08:37,08:54,3,09:27,Both,3,1,2,10:04,10:23,5,0,10:55,11:24,1,4,3,1,1,1,1,1,1,No,12:34,12:38,2,Never,12:47,12:56,4,3,2,1,1,No,14:06,14:38,04:47,00:43; 10:56,na,na,na,na,na,na,na,na,09/01/2020,1,,,,,,2.0,1.0
Kaiser,11-24-IK,1,Con,LRxGR,M,K,IGDB,Graham,02/08/2018,20/11/2019,13/12/2019,20/07/2020,GD,2/5/2020 14:56:20,3,1,00:53,1,01:02,3,3,2,2,05:20,1,4,02:20,5,1,04:02,4,1,1,05:49,05:54,3,No,No,06:28,06:44,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,07:10,07:42,5,3,6,5,2,2,2,5,4,3,08:21,08:43,4,09:55,None,3,2,3,10:30,11:11,6,1,11:29,11:52,2,3,3,1,1,1,2,1,2,No,13:19,13:35,1,Sometimes,14:07,14:13,3,3,1,1,1,No,15:22,16:05,09:10; 09:43,01:07; 08:01; 15:15,na,00:24; 04:25; 09:00; 09:09; 12:39,03:12; 04:14; 04:17; 04:21; 04:29; 04:36; 04:40; 04:46; 09:34; 09:38-09:40,05:07-05:11,na,na,na,na,13/12/2019,1,10.0,4.0,1.0,5.0,5.0,3.0,2.0
Kaiser,11-24-IK,2,Con,LRxGR,M,K,IGDB,Graham,02/08/2018,20/11/2019,28/01/2020,20/07/2020,GD,2/5/2020 15:12:46,4,1,01:10,1,01:19,2,2,2,2,04:03,1,3,02:59,1,4,04:41,1,4,3,05:54,06:18,3,No,No,06:32,06:,No,Yes,No,Yes,No,No,Yes,No,Yes,No,07:09,07:59,1,1,3,5,4,2,2,4,3,2,08:16,08:43,3,09:08,Both,3,2,2,09:32,10:01,6,2,10:19,10:32,1,2,3,1,1,1,1,1,1,No,11:44,11:55,2,Always,12:09,12:30,4,3,1,1,1,No,13:33,13:55,,00:44; 06:57,na,09:02,,,,,,,28/01/2020,2,,,,1.0,1.0,2.0,
Zander,11-28-IZ,2,Con,LR,M,Z,Cesecah,Rose,19/10/2018,18/11/2019,28/01/2020,10/03/2020,W,2/5/2020 15:48:02,4,1,01:10,1,01:16,1,1,1,2,02:32,1,4,03:31,3,2,04:44,1,4,4,05:30,06:31,3,No,No,06:58,07:,Yes,No,No,No,No,Yes,No,No,No,No,07:40,08:16,2,2,2,4,2,1,1,3,2,2,08:37,09:04,3,09:28,None,3,2,1,09:53,10:46,5,1,11:18,11:27,1,4,1,1,1,1,1,1,1,No,12:52,12:58,1,Never,13:18,13:24,3,3,1,1,1,No,14:39,14:55,09:01,01:34,na,na,na,na,na,na,na,na,28/01/2020,2,,,,,,1.0,1.0
Jira,08-11-LJ,2,Con,LR,F,J,IGDB,Frances,07/03/2018,28/08/2019,06/11/2019,03/02/2020,GD,2/5/2020 16:26:22,1,3,02:11,,02:15,1,1,1,2,03:16,4,1,04:06,1,3,04:38,1,4,2,05:58,06:07,3,No,No,06:47,07:36,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,08:03,09:08,1,3,3,5,3,2,2,4,3,3,10:07,10:25,3,10:55,Left,3,2,1,11:25,12:10,3,0,12:30,12:42,1,3,1,1,3,1,2,1,2,No,13:51,14:01,3,Never,14:24,14:39,4,1,1,1,4,No,15:53,16:36,08:06,02:22,na,11:33, 14:53; 14:56; 15:00; 15:14; 14:16; 15:28; 15:30; 15:32; 14:34; 15:36,14:48-14:52; 15:09-15:12,na,na,na,na,06/11/2019,2,10.0,7.0,2.0,1.0,1.0,1.0,1.0
Hayley,08-12-LH,2,Con,,F,H,IGDB,Frances,11/05/2018,28/08/2019,06/11/2019,04/12/2019,W,2/5/2020 16:59:54,4,1,01:10,1,01:26,1,1,1,2,02:50,2,3,04:00,1,4,05:13,2,3,4,06:29,06:52,3,No,No,08:46,10:03,No,Yes,No,Yes,No,No,Yes,No,Yes,No,10:32,11:26,2,3,2,1,2,2,2,1,2,2,12:10,13:09,3,13:35,,3,1,2,14:04,14:38,6,1,15:06,15:24,1,2,1,3,1,1,3,1,3,No,16:54,16:59,3,Never,17:25,17:38,4,1,1,3,1,No,19:03,2:21,12:44; 19:10,00:27; 09:33; 17:05,na,16:00; 16:21; 16:36; 17:41; 17:50; 17:56; 18:01; 18:09; 18:18; 18:34,na,na,na,na,na,na,06/11/2019,2,,,,10.0,10.0,3.0,2.0
