Timestamp,Dog code,Data Collection Number,Data Collection Date,Assessor,Video Start Time (HH:MM:SS),Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking
5/7/2020 14:40:18,11-24-IK,2,2020-01-28,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,,,2 - on the second or more,,,2 - Somewhat distracted (3-4),2 - rare,2 - mild tension,1 - Dog walks out ahead the handler,,,2 - Not great (3-4 attempts),Counted the first few responses in my scorem- the ones before handler moved on to sit (and came back to stand). Sat at the end without being asked. ,,4 - Excellent (1 attempt),Barking and whining (but I dont know whether the whining is coming from him or the dog in the crate). Was supposed to do a stand but decided to do a sit first. ,,4 - Excellent (1 attempt),3 - reasonably settled,,Settles very nicely toward the end of the exercise,,4 - Willing,4 - Willing,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,2,2,3,5,5,2,2,4,4 - frequent (6-8),4 - strong tension,"4 - positively looks at person, does not engage with them",,,,4 - Very interested,"Whining, intense stare but maintains sit",,Both,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"5 - Very Interested, moves towards dog immediately",2 - on the second command or more,,,,1 - without any encouragement,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,NA,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,3 - Always,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,Dog on lead. ,,4 - Mostly,2 - Rarely,3 - Occasionally,NA/Inaudible,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,Minor suss - quick recovery,,,,,,,,,,,
5/7/2020 14:58:23,11-25-IJ,1,2019-12-13,Allyce,,,3 - Occasionally,5 - Constantly,2 - Rarely,,,1 - on the first command,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,1 - Poor (5+ attempts),,,1 - Poor (5+ attempts),Sat without being asked (break from stand) handler moves on. ,,2 - Not great (3-4 attempts),1 - very unsettled,,,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,1,3,2,4,1,2,2,2,2 - rare (1-2),3 - moderate tension,3 - is indifferent,,,,2 - Mostly interested,Lay down after sitting staring for a while,,None,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,"Is left on lead - but still manages to take the kong across the room albeit that the handler follows - however, had there been no lead he definitely would have taken the kong away, also he had to follow back being on lead",,"5 - Very Interested, moves towards dog immediately",0 - does not leave trainer's side/comes back without being called,,,,1 - without any encouragement,1 - Never,4 - Mostly,2 - Rarely,1 - Never,1 - Never,1 - Never,2 - Rarely,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,2 - indifferent;,,3 - calmly interacts with the handler,,,4 - Mostly,2 - Rarely,3 - Occasionally,3 - Occasionally,1 - Never,No,,,4 - activated approach,,,,3 - Indifferent,,,,,,,,,,,,,
5/7/2020 15:25:09,11-25-IJ,2,2020-01-28,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,,,1 - on the first command,,,2 - Somewhat distracted (3-4),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,2 - Not great (3-4 attempts),Lots of moving around,,1 - Poor (5+ attempts),,,3 - Good (2 attempts),2 - slightly unsettled,,Handler remains crouched.,,4 - Willing,3 - Cooperative,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,3,2,3,5,1,2,2,4,2 - rare (1-2),3 - moderate tension,"4 - positively looks at person, does not engage with them",,,,2 - Somewhat interested,Video cut short but from what was recorded - she was interested and looking but no breaking the sit and no inappropriate behaviour at all.,,Left,2 - Interacts with kong but loses interest,1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"4 - Moderately interested in other  dog, moves towards dog after sometime",0 - does not leave trainer's side/comes back without being called,,Loses interest quickly and goes back to handler,,1 - without any encouragement,1 - Never,4 - Mostly,4 - Mostly,2 - Rarely,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,2 - Slow self-modulation,3 - Moderately stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,5 - Constantly,1 - Never,2 - Rarely,2 - Rarely,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,Very minor - almost indifferent,,,,,,,,,,,
5/8/2020 10:56:18,11-28-IZ,1,2019-12-13,Allyce,,,1 - Never,5 - Constantly,1 - Never,Called back to fix the device,,1 - on the first command,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,4 - Excellent (1 attempts),,,1 - Poor (5+ attempts),Distracted by dog in the crate. ,,1 - Poor (5+ attempts),1 - very unsettled,,Distracted by dog in the crate. ,,3 - Cooperative,4 - Willing,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,1,3,2,3,3,2,2,3,2 - rare (1-2),2 - mild tension,"6 - is very friendly, licks the person’s hands and wags its tail",,,,"5 - Overly interested, dog jumps at handler","Jumping up, sitting up on hind quarts (lifts forepaws off the floor), lying down, shifting and restless",,NA,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,3 - Actively follows the handler,Cant decipher lateralisation because of camera angle.,,"2 - Not interested in other dog, explores environment",1 - on the first command,,"Does look over at dog a few times but doesnt go toward at all, does explore but could be displacement with the way he is circling and frantically sniffing",,1 - without any encouragement,2 - Rarely,4 - Mostly,1 - Never,1 - Never,2 - Rarely,1 - Never,1 - Never,1 - Never,1- Good self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,2 - indifferent;,,3 - calmly interacts with the handler,goes back when called but more interested in exploring the environment,,4 - Mostly,3 - Occasionally,2 - Rarely,3 - Occasionally,1 - Never,No,,,5 - overly activated approach,very excited and jumped up at handler,,,4 - minor reaction,,A slight inquisitive look but quick recovery ,,,,,,,,,,,
5/8/2020 11:22:00,11-28-IZ,2,2020-01-28,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,,,1 - on the first command,,,2 - Somewhat distracted (3-4),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,4 - Excellent (1 attempts),,,2 - Not great (3-4 attempts),Getting bored and wants to lie down,,2 - Not great (3-4 attempts),3 - reasonably settled,,when finally in down he settles down nicely - didnt like lying on the platform as much,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,3,3,2,4,2,2,1,3,3 - sometimes (3-5),3 - moderate tension,"6 - is very friendly, licks the person’s hands and wags its tail",,,,4 - Very interested,Slight whine and quite restless and anxious to get the kong,,None,"4 - Interacts with kong continuously, but intensely",2 - Moves slightly away from handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"5 - Very Interested, moves towards dog immediately",0 - does not leave trainer's side/comes back without being called,,,,1 - without any encouragement,1 - Never,1 - Never,2 - Rarely,1 - Never,1 - Never,1 - Never,2 - Rarely,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,2 - explorative,,,3 - Occasionally,4 - Mostly,1 - Never,2 - Rarely,1 - Never,No,,,3 - calm approach,,,,3 - Indifferent,,,,,,,,,,,,,
5/8/2020 14:09:42,12-01-LK,1,2020-01-09,Allyce,,,NA,5 - Constantly,NA,Handler didnt stay with dog during the familiarisation process,,1 - on the first command,,,3 - Mostly distracted (5+),2 - rare,2 - mild tension,2 - Dog walks beside /at heel with the handler,Sometimes walks ahead of handler,,4 - Excellent (1 attempts),No platform used.,,1 - Poor (5+ attempts),,,4 - Excellent (1 attempt),2 - slightly unsettled,,Whining,,4 - Willing,2 - Reluctant,No,No,,Happy to be checked and not necessarily over-aware of the body handling but she is very activated and excited and wants to jump off (tail wagging),,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,Does jump up and hence towel falls off in the second attempt but I dont think this was an attempt to remove the towel but rather a co-incidence,,4,4,4,1,1,5,2,1,3 - sometimes (3-5),4 - strong tension,"6 - is very friendly, licks the person’s hands and wags its tail",,,,4 - Very interested,"Would select n/a if it was here as the kong wasnt really introduced in the normal way, however, the initial reaction was high interest. ",,Left,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,drops kong for handler at her feet when called back,,"4 - Moderately interested in other  dog, moves towards dog after sometime",1 - on the first command,,,,1 - without any encouragement,1 - Never,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,1 - Never,3 - Occasionally,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,2 - explorative,,,4 - Mostly,2 - Rarely,3 - Occasionally,3 - Occasionally,2 - Rarely,No,,,5 - overly activated approach,Jumps up at handler,,,3 - Indifferent,,,,,,,,,,,,,
5/8/2020 14:40:43,12-01-LK,2,2020-02-19,Allyce,,,1 - Never,5 - Constantly,1 - Never,Whining - inaudible but I think it comes from the dog in the crate,,1 - on the first command,,,3 - Mostly distracted (5+),3 - occasionally,2 - mild tension,1 - Dog walks out ahead the handler,Quite distracted by dog whining in the crate,,3 - Good (2 attempts),,,3 - Good (2 attempts),,,3 - Good (2 attempts),3 - reasonably settled,,,,4 - Willing,4 - Willing,No,No,,,,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,,,2,3,1,5,3,2,2,4,3 - sometimes (3-5),4 - strong tension,"6 - is very friendly, licks the person’s hands and wags its tail",,,,4 - Very interested,Intent stare and trying to do obedience to get handler to give kong,,Left,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"4 - Moderately interested in other  dog, moves towards dog after sometime",1 - on the first command,,Only moves toward the dog at the very end - but for the most of the time she sits at handlers side unsure of what to do,,1 - without any encouragement,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1- Good self-modulation,2 - Mildly stressed,No,,"Although not portraying any real signs of stress like whining, she stays stood the entire time and not settled.",,1 - slightly playful,1 - Never,"4 - very excited, moving around;",,2 - explorative,,,4 - Mostly,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,Yes,,I would say the urination is due to stress,3 - calm approach,,,,4 - minor reaction,,I wouldnt say it was strong as I dont believe she was running to the source of the noise rather the new object to look at and sniff,,,,,,,,,,,
5/8/2020 17:20:46,11-22-IM,2,2020-01-30,Susan Turtle,,,1 - Never,5 - Constantly,1 - Never,,,1 - on the first command,,,1 - Hardly distracted (1-2),2 - rare,2 - mild tension,2 - Dog walks beside /at heel with the handler,,,3 - Good (2 attempts),,,4 - Excellent (1 attempt),,,3 - Good (2 attempts),4 - very settled,,,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,,4,5,4,5,1,4,3,2,3 - sometimes (3-5),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor","6 - is very friendly, licks the person’s hands and wags its tail",,,,2 - Mostly interested,sits,,Righ,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,,,"3 - Mildly interested in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,,,1 - without any encouragement,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,2 - Rarely,1 - Never,1 - Never,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,5 - Constantly,1 - Never,1 - Never,1 - Never,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,,,,,,,,,,,,
5/8/2020 17:48:21,11-26-IL,2,2020-01-30,Susan Turtle,,,1 - Never,5 - Constantly,1 - Never,,,1 - on the first command,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed","3 - Dogs walk occasionally behind the handler, needs encouragement",,,4 - Excellent (1 attempts),,,4 - Excellent (1 attempt),,,3 - Good (2 attempts),3 - reasonably settled,,,,4 - Willing,3 - Cooperative,No,Yes,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,3,4,3,1,2,4,2,1,2 - rare (1-2),3 - moderate tension,5 - approaches the person,,,,2 - Mostly interested,sits,,None,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,,,"3 - Mildly interested in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,,,1 - without any encouragement,3 - Occasionally,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,2 - Rarely,2 - Rarely,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"4 - very excited, moving around;",,4 - mild attention seeking,,,2 - Rarely,4 - Mostly,3 - Occasionally,1 - Never,1 - Never,No,,,4 - activated approach,,,,4 - minor reaction,,,,,,,,,,,,,
5/8/2020 18:19:25,11-23-IT,2,2020-01-28,Susan Turtle,,,1 - Never,5 - Constantly,1 - Never,,,1 - on the first command,,,2 - Somewhat distracted (3-4),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,3 - Good (2 attempts),,,4 - Excellent (1 attempt),,,4 - Excellent (1 attempt),4 - very settled,,,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,,,,4,4,3,4,1,3,2,3,2 - rare (1-2),2 - mild tension,5 - approaches the person,,,,2 - Mostly interested,sits,,Left,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"4 - Moderately interested in other  dog, moves towards dog after sometime",2 - on the second command or more,,dog was sitting with his back towards the other dog,,1 - without any encouragement,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,2 - Sometimes,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,1 - Never,5 - Constantly,1 - Never,1 - Never,1 - Never,No,,,3 - calm approach,,,,3 - Indifferent,,,,,,,,,,,,,
5/11/2020 11:49:20,12-02-LM,1,2020-01-09,Allyce,,,NA,5 - Constantly,NA,Handler didnt enter the area during the familiarisation process.,,1 - on the first command,waiting by the gate when handler came closer,,2 - Somewhat distracted (3-4),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,3 - Good (2 attempts),A little restless but maintained well with one slight movement,,3 - Good (2 attempts),,,3 - Good (2 attempts),1 - very unsettled,,Handler used lure and crouched down. Dog very activated and good obsessed - licking handlers hands after having received the treat. Needed loads of handler support,,4 - Willing,2 - Reluctant,No,Yes,,Very activated - frantic tail wagging not wanting to properly be checked due to this excitement. Slight bit stressed Id say,,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,,,6,3,4,5,1,2,2,2,2 - rare (1-2),4 - strong tension,"6 - is very friendly, licks the person’s hands and wags its tail",,,,2 - Mostly interested,Sat well intently watching the kong and not moving attention away. No inappropriate behaviour shown,,Both,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,"4 - Very reluctant, does not let it go",,3 - Actively follows the handler,Only dropped the kong for food reward,,"0 - Cautious, seeks handler support",0 - does not leave trainer's side/comes back without being called,,Definitely interested in the dog but does not move from sit and constantly looks at handler for support.,,1 - without any encouragement,1 - Never,2 - Rarely,4 - Mostly,3 - Occasionally,1 - Never,1 - Never,4 - Mostly,1 - Never,3 - Poor self-modulation,4 - Extremely stressed,No,,,,1 - slightly playful,1 - Never,"4 - very excited, moving around;",,2 - explorative,,,4 - Mostly,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,No,,,5 - overly activated approach,Jumped up at handler.,,,3 - Indifferent,,She did launch toward the bucket but not because of the noise - she launched at it before the bucket was dropped. I would say this is more the assessor and/or the appearance of the bucket. When the bucket was dropped she wasnt affected at all.,,,,,,,,,,,
5/11/2020 12:07:48,12-03-LM,2,2020-02-19,Allyce,,,3 - Occasionally,5 - Constantly,2 - Rarely,Some whining. Even when handler orientated and looking to handler for input - she is still constantlly moving and exploring the area. ,,1 - on the first command,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,3 - Good (2 attempts),Whining and moving around alot at the start. Good handler support. ,,4 - Excellent (1 attempt),Still whining.,,3 - Good (2 attempts),3 - reasonably settled,,Constant whining.,,4 - Willing,2 - Reluctant,No,Yes,,Frantic tail wagging - bit of stress. ,,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,,,,1,3,2,4,1,3,2,4,3 - sometimes (3-5),4 - strong tension,"6 - is very friendly, licks the person’s hands and wags its tail",,Very food obsessed - to the point of not really noticing / wanting to interact with other stimulii,,4 - Very interested,"Whining, and starting at kong intently but not breaking sit or acting inappropriately",,Righ,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,Starting to think that the whining is coming from the dog in the crate either as well as this dog or whining not coming from this dog at all,,"1 - Not interest in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,"Cannot see the dogs reaction as the pillar blocks my view, but it is clear that the dog doesnt leave the handlers side at all",,1 - without any encouragement,4 - Mostly,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,NA,1 - Never,1- Good self-modulation,1- Settled,No,,Whining and not sure if it is from this or the other dog. Stays seated for most of the time,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,2 - explorative,,,5 - Constantly,1 - Never,1 - Never,NA/Inaudible,1 - Never,No,,Not sure where whining is coming from ,3 - calm approach,,,,3 - Indifferent,,,,,,,,,,,,,
5/11/2020 16:40:59,11-27-IL,1,2019-12-18,Susan Turtle,,,1 - Never,5 - Constantly,1 - Never,,,1 - on the first command,,,3 - Mostly distracted (5+),2 - rare,2 - mild tension,2 - Dog walks beside /at heel with the handler,,,3 - Good (2 attempts),,,1 - Poor (5+ attempts),,,1 - Poor (5+ attempts),1 - very unsettled,,,,4 - Willing,2 - Reluctant,NA,NA,,couldn't see if she licks or mouths as handler was in front of camera,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,,,,6,5,4,6,6,NA,NA,5,3 - sometimes (3-5),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor",5 - approaches the person,,,,2 - Mostly interested,sits,,NA,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,"dog has back to camera, can't see paws",,"4 - Moderately interested in other  dog, moves towards dog after sometime",2 - on the second command or more,,dog was initially distracted by treat pouch and didn't realise distraction dog was there,,1 - without any encouragement,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,3 - Occasionally,1 - Never,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,2 - moderately playful,1 - Never,2 - indifferent;,,2 - explorative,,,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,No,,,2 - explorative,,,,3 - Indifferent,,,,,,,,,,,,,
5/11/2020 18:29:26,11-27-II,2,2020-01-30,Susan Turtle,,,2 - Rarely,4 - Regularly,1 - Never,,,1 - on the first command,,,2 - Somewhat distracted (3-4),3 - occasionally,2 - mild tension,2 - Dog walks beside /at heel with the handler,,,3 - Good (2 attempts),,,1 - Poor (5+ attempts),,,1 - Poor (5+ attempts),1 - very unsettled,,,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,,,,4,4,3,4,4,4,1,3,3 - sometimes (3-5),4 - strong tension,5 - approaches the person,,,,2 - Mostly interested,sits,,Left,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,,,"3 - Mildly interested in other dog, does not move",1 - on the first command,,,,1 - without any encouragement,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,2 - Rarely,1 - Never,1 - Never,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"1 - avoids, moves away;",,1 - indifferent,,,2 - Rarely,4 - Mostly,2 - Rarely,1 - Never,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,,,,,,,,,,,,
5/12/2020 12:25:40,12-11-LK,1,2020-01-29,Susan Turtle,,,1 - Never,5 - Constantly,1 - Never,,,1 - on the first command,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed","3 - Dogs walk occasionally behind the handler, needs encouragement",,,3 - Good (2 attempts),,,1 - Poor (5+ attempts),,,3 - Good (2 attempts),3 - reasonably settled,,,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,,,4,4,3,5,3,3,3,NA,3 - sometimes (3-5),4 - strong tension,5 - approaches the person,,,,2 - Mostly interested,sits,,None,2 - Interacts with kong but loses interest,1 - Stays close to handler,1 - Not bothered to let it go,,3 - Actively follows the handler,,,"5 - Very Interested, moves towards dog immediately",2 - on the second command or more,,,,2 - needs some encouragement,4 - Mostly,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1- Good self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,4 - Mostly,2 - Rarely,2 - Rarely,1 - Never,1 - Never,No,,,3 - calm approach,,,,3 - Indifferent,,,,,,,,,,,,,
5/12/2020 12:54:36,01-04-LN,1,2020-01-29,Susan Turtle,,,2 - Rarely,4 - Regularly,2 - Rarely,,,2 - on the second or more,,,2 - Somewhat distracted (3-4),3 - occasionally,2 - mild tension,2 - Dog walks beside /at heel with the handler,,,2 - Not great (3-4 attempts),,,1 - Poor (5+ attempts),,,3 - Good (2 attempts),2 - slightly unsettled,,handler stayed crouched down and used food,,4 - Willing,4 - Willing,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,2,3,3,4,1,3,3,4,3 - sometimes (3-5),3 - moderate tension,5 - approaches the person,,,,2 - Somewhat interested,"activated initially, sits for awhile and then walks away after a while",,None,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"4 - Moderately interested in other  dog, moves towards dog after sometime",1 - on the first command,,,,2 - needs some encouragement,1 - Never,4 - Mostly,4 - Mostly,1 - Never,1 - Never,3 - Occasionally,4 - Mostly,1 - Never,3 - Poor self-modulation,3 - Moderately stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,3 - Occasionally,3 - Occasionally,5 - Constantly,2 - Rarely,1 - Never,No,,,4 - activated approach,,,,4 - minor reaction,,,,,,,,,,,,,
